# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;szeroko uśmiechnięta twarz;roześmiana buźka|szeroko uśmiechnięta twarz
	🤏🏾;dłoń z gestem „trochę”: karnacja średnio ciemna;dłoń z gestem „trochę”|dłoń z gestem „trochę”: karnacja średnio ciemna|karnacja średnio ciemna|mała ilość
	🤏🏿;dłoń z gestem „trochę”: karnacja ciemna;dłoń z gestem „trochę”|dłoń z gestem „trochę”: karnacja ciemna|karnacja ciemna|mała ilość
✌️;gest V;gest V|gest zwycięstwa|znak V|znak Victorii
	✌🏻;gest V: karnacja jasna;gest V|gest V: karnacja jasna|gest zwycięstwa|karnacja jasna|znak V|znak Victorii
	✌🏼;gest V: karnacja średnio jasna;gest V|gest V: karnacja średnio jasna|gest zwycięstwa|karnacja średnio jasna|znak V|znak Victorii
	✌🏽;gest V: karnacja średnia;gest V|gest V: karnacja średnia|gest zwycięstwa|karnacja średnia|znak V|znak Victorii
	✌🏾;gest V: karnacja średnio ciemna;gest V|gest V: karnacja średnio ciemna|gest zwycięstwa|karnacja średnio ciemna|znak V|znak Victorii
	✌🏿;gest V: karnacja ciemna;gest V|gest V: karnacja ciemna|gest zwycięstwa|karnacja ciemna|znak V|znak Victorii
🤞;skrzyżowane palce;kciuki|powodzenia|skrzyżowane palce|trzymać
	🤞🏻;skrzyżowane palce: karnacja jasna;karnacja jasna|kciuki|powodzenia|skrzyżowane palce|skrzyżowane palce: karnacja jasna|trzymać
	🤞🏼;skrzyżowane palce: karnacja średnio jasna;karnacja średnio jasna|kciuki|powodzenia|skrzyżowane palce|skrzyżowane palce: karnacja średnio jasna|trzymać
	🤞🏽;skrzyżowane palce: karnacja średnia;karnacja średnia|kciuki|powodzenia|skrzyżowane palce|skrzyżowane palce: karnacja średnia|trzymać
	🤞🏾;skrzyżowane palce: karnacja średnio ciemna;karnacja średnio ciemna|kciuki|powodzenia|skrzyżowane palce|skrzyżowane palce: karnacja średnio ciemna|trzymać
	🤞🏿;skrzyżowane palce: karnacja ciemna;karnacja ciemna|kciuki|powodzenia|skrzyżowane palce|skrzyżowane palce: karnacja ciemna|trzymać
🫰;dłoń ze skrzyżowanym palcem wskazującym i kciukiem;dłoń ze skrzyżowanym palcem wskazującym i kciukiem|drogie|miłość|pieniądze|pstryknięcie palcami|serce
	🫰🏻;dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja jasna;dłoń ze skrzyżowanym palcem wskazującym i kciukiem|dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja jasna|drogie|karnacja jasna|miłość|pieniądze|pstryknięcie palcami|serce
	🫰🏼;dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja średnio jasna;dłoń ze skrzyżowanym palcem wskazującym i kciukiem|dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja średnio jasna|drogie|karnacja średnio jasna|miłość|pieniądze|pstryknięcie palcami|serce
	🫰🏽;dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja średnia;dłoń ze skrzyżowanym palcem wskazującym i kciukiem|dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja średnia|drogie|karnacja średnia|miłość|pieniądze|pstryknięcie palcami|serce
	🫰🏾;dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja średnio ciemna;dłoń ze skrzyżowanym palcem wskazującym i kciukiem|dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja średnio ciemna|drogie|karnacja średnio ciemna|miłość|pieniądze|pstryknięcie palcami|serce
	🫰🏿;dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja ciemna;dłoń ze skrzyżowanym palcem wskazującym i kciukiem|dłoń ze skrzyżowanym palcem wskazującym i kciukiem: karnacja ciemna|drogie|karnacja ciemna|miłość|pieniądze|pstryknięcie palcami|serce
🤟;gest Kocham cię;gest Kocham cię|kocham|ręka
	🤟🏻;gest Kocham cię: karnacja jasna;gest Kocham cię|gest Kocham cię: karnacja jasna|karnacja jasna|kocham|ręka
	🤟🏼;gest Kocham cię: karnacja średnio jasna;gest Kocham cię|gest Kocham cię: karnacja średnio jasna|karnacja średnio jasna|kocham|ręka
	🤟🏽;gest Kocham cię: karnacja średnia;gest Kocham cię|gest Kocham cię: karnacja średnia|karnacja średnia|kocham|ręka
	🤟🏾;gest Kocham cię: karnacja średnio ciemna;gest Kocham cię|gest Kocham cię: karnacja średnio ciemna|karnacja średnio ciemna|kocham|ręka
	🤟🏿;gest Kocham cię: karnacja ciemna;gest Kocham cię|gest Kocham cię: karnacja ciemna|karnacja ciemna|kocham|ręka
🤘;gest rogów;gest rogów|rocker|rogi|znak rockersów
	🤘🏻;gest rogów: karnacja jasna;gest rogów|gest rogów: karnacja jasna|karnacja jasna|rocker|rogi|znak rockersów
	🤘🏼;gest rogów: karnacja średnio jasna;gest rogów|gest rogów: karnacja średnio jasna|karnacja średnio jasna|rocker|rogi|znak rockersów
	🤘🏽;gest rogów: karnacja średnia;gest rogów|gest rogów: karnacja średnia|karnacja średnia|rocker|rogi|znak rockersów
	🤘🏾;gest rogów: karnacja średnio ciemna;gest rogów|gest rogów: karnacja średnio ciemna|karnacja średnio ciemna|rocker|rogi|znak rockersów
	🤘🏿;gest rogów: karnacja ciemna;gest rogów|gest rogów: karnacja ciemna|karnacja ciemna|rocker|rogi|znak rockersów
🤙;dłoń w geście „Zadzwoń do mnie”;dłoń w geście „Zadzwoń do mnie”|dzwonić|telefonować
	🤙🏻;dłoń w geście „Zadzwoń do mnie”: karnacja jasna;dłoń w geście „Zadzwoń do mnie”|dłoń w geście „Zadzwoń do mnie”: karnacja jasna|dzwonić|karnacja jasna|telefonować
	🤙🏼;dłoń w geście „Zadzwoń do mnie”: karnacja średnio jasna;dłoń w geście „Zadzwoń do mnie”|dłoń w geście „Zadzwoń do mnie”: karnacja średnio jasna|dzwonić|karnacja średnio jasna|telefonować
	🤙🏽;dłoń w geście „Zadzwoń do mnie”: karnacja średnia;dłoń w geście „Zadzwoń do mnie”|dłoń w geście „Zadzwoń do mnie”: karnacja średnia|dzwonić|karnacja średnia|telefonować
	🤙🏾;dłoń w geście „Zadzwoń do mnie”: karnacja średnio ciemna;dłoń w geście „Zadzwoń do mnie”|dłoń w geście „Zadzwoń do mnie”: karnacja średnio ciemna|dzwonić|karnacja średnio ciemna|telefonować
	🤙🏿;dłoń w geście „Zadzwoń do mnie”: karnacja ciemna;dłoń w geście „Zadzwoń do mnie”|dłoń w geście „Zadzwoń do mnie”: karnacja ciemna|dzwonić|karnacja ciemna|telefonować
👈;palec w lewo;lewa strona|palec|palec w lewo|w lewo|wskazujący
	👈🏻;palec w lewo: karnacja jasna;karnacja jasna|lewa strona|palec|palec w lewo|palec w lewo: karnacja jasna|w lewo|wskazujący
	👈🏼;palec w lewo: karnacja średnio jasna;karnacja średnio jasna|lewa strona|palec|palec w lewo|palec w lewo: karnacja średnio jasna|w lewo|wskazujący
	👈🏽;palec w lewo: karnacja średnia;karnacja średnia|lewa strona|palec|palec w lewo|palec w lewo: karnacja średnia|w lewo|wskazujący
	👈🏾;palec w lewo: karnacja średnio ciemna;karnacja średnio ciemna|lewa strona|palec|palec w lewo|palec w lewo: karnacja średnio ciemna|w lewo|wskazujący
	👈🏿;palec w lewo: karnacja ciemna;karnacja ciemna|lewa strona|palec|palec w lewo|palec w lewo: karnacja ciemna|w lewo|wskazujący
👉;dłoń z palcem wskazującym w prawo;dłoń z palcem wskazującym w prawo|palec|prawa strona|w prawo|wskazujący
	👉🏻;dłoń z palcem wskazującym w prawo: karnacja jasna;dłoń z palcem wskazującym w prawo|dłoń z palcem wskazującym w prawo: karnacja jasna|karnacja jasna|palec|prawa strona|w prawo|wskazujący
	👉🏼;dłoń z palcem wskazującym w prawo: karnacja średnio jasna;dłoń z palcem wskazującym w prawo|dłoń z palcem wskazującym w prawo: karnacja średnio jasna|karnacja średnio jasna|palec|prawa strona|w prawo|wskazujący
	👉🏽;dłoń z palcem wskazującym w prawo: karnacja średnia;dłoń z palcem wskazującym w prawo|dłoń z palcem wskazującym w prawo: karnacja średnia|karnacja średnia|palec|prawa strona|w prawo|wskazujący
	👉🏾;dłoń z palcem wskazującym w prawo: karnacja średnio ciemna;dłoń z palcem wskazującym w prawo|dłoń z palcem wskazującym w prawo: karnacja średnio ciemna|karnacja średnio ciemna|palec|prawa strona|w prawo|wskazujący
	👉🏿;dłoń z palcem wskazującym w prawo: karnacja ciemna;dłoń z palcem wskazującym w prawo|dłoń z palcem wskazującym w prawo: karnacja ciemna|karnacja ciemna|palec|prawa strona|w prawo|wskazujący
👆;dłoń z palcem wskazującym w górę;dłoń z palcem wskazującym w górę|do góry|góra|palec|w górę|wskazujący
	👆🏻;dłoń z palcem wskazującym w górę: karnacja jasna;dłoń z palcem wskazującym w górę|dłoń z palcem wskazującym w górę: karnacja jasna|do góry|góra|karnacja jasna|palec|w górę|wskazujący
	👆🏼;dłoń z palcem wskazującym w górę: karnacja średnio jasna;dłoń z palcem wskazującym w górę|dłoń z palcem wskazującym w górę: karnacja średnio jasna|do góry|góra|karnacja średnio jasna|palec|w górę|wskazujący
	👆🏽;dłoń z palcem wskazującym w górę: karnacja średnia;dłoń z palcem wskazującym w górę|dłoń z palcem wskazującym w górę: karnacja średnia|do góry|góra|karnacja średnia|palec|w górę|wskazujący
	👆🏾;dłoń z palcem wskazującym w górę: karnacja średnio ciemna;dłoń z palcem wskazującym w górę|dłoń z palcem wskazującym w górę: karnacja średnio ciemna|do góry|góra|karnacja średnio ciemna|palec|w górę|wskazujący
	👆🏿;dłoń z palcem wskazującym w górę: karnacja ciemna;dłoń z palcem wskazującym w górę|dłoń z palcem wskazującym w górę: karnacja ciemna|do góry|góra|karnacja ciemna|palec|w górę|wskazujący
🖕;środkowy palec;gest|środkowy palec|wulgarny gest
	🖕🏻;środkowy palec: karnacja jasna;gest|karnacja jasna|środkowy palec|środkowy palec: karnacja jasna|wulgarny gest
	🖕🏼;środkowy palec: karnacja średnio jasna;gest|karnacja średnio jasna|środkowy palec|środkowy palec: karnacja średnio jasna|wulgarny gest
	🖕🏽;środkowy palec: karnacja średnia;gest|karnacja średnia|środkowy palec|środkowy palec: karnacja średnia|wulgarny gest
	🖕🏾;środkowy palec: karnacja średnio ciemna;gest|karnacja średnio ciemna|środkowy palec|środkowy palec: karnacja średnio ciemna|wulgarny gest
	🖕🏿;środkowy palec: karnacja ciemna;gest|karnacja ciemna|środkowy palec|środkowy palec: karnacja ciemna|wulgarny gest
👇;dłoń z palcem wskazującym w dół;dłoń z palcem wskazującym w dół|dół|na dół|palec|w dół|wskazujący
	👇🏻;dłoń z palcem wskazującym w dół: karnacja jasna;dłoń z palcem wskazującym w dół|dłoń z palcem wskazującym w dół: karnacja jasna|dół|karnacja jasna|na dół|palec|w dół|wskazujący
	👇🏼;dłoń z palcem wskazującym w dół: karnacja średnio jasna;dłoń z palcem wskazującym w dół|dłoń z palcem wskazującym w dół: karnacja średnio jasna|dół|karnacja średnio jasna|na dół|palec|w dół|wskazujący
	👇🏽;dłoń z palcem wskazującym w dół: karnacja średnia;dłoń z palcem wskazującym w dół|dłoń z palcem wskazującym w dół: karnacja średnia|dół|karnacja średnia|na dół|palec|w dół|wskazujący
	👇🏾;dłoń z palcem wskazującym w dół: karnacja średnio ciemna;dłoń z palcem wskazującym w dół|dłoń z palcem wskazującym w dół: karnacja średnio ciemna|dół|karnacja średnio ciemna|na dół|palec|w dół|wskazujący
	👇🏿;dłoń z palcem wskazującym w dół: karnacja ciemna;dłoń z palcem wskazującym w dół|dłoń z palcem wskazującym w dół: karnacja ciemna|dół|karnacja ciemna|na dół|palec|w dół|wskazujący
☝️;palec wskazujący w górę;do góry|góra|palec|palec wskazujący w górę|w górę|wskazujący
	☝🏻;palec wskazujący w górę: karnacja jasna;do góry|góra|karnacja jasna|palec|palec wskazujący w górę|palec wskazujący w górę: karnacja jasna|w górę|wskazujący
	☝🏼;palec wskazujący w górę: karnacja średnio jasna;do góry|góra|karnacja średnio jasna|palec|palec wskazujący w górę|palec wskazujący w górę: karnacja średnio jasna|w górę|wskazujący
	☝🏽;palec wskazujący w górę: karnacja średnia;do góry|góra|karnacja średnia|palec|palec wskazujący w górę|palec wskazujący w górę: karnacja średnia|w górę|wskazujący
	☝🏾;palec wskazujący w górę: karnacja średnio ciemna;do góry|góra|karnacja średnio ciemna|palec|palec wskazujący w górę|palec wskazujący w górę: karnacja średnio ciemna|w górę|wskazujący
	☝🏿;palec wskazujący w górę: karnacja ciemna;do góry|góra|karnacja ciemna|palec|palec wskazujący w górę|palec wskazujący w górę: karnacja ciemna|w górę|wskazujący
🫵;palec wskazujący skierowany na patrzącego;palec wskazujący skierowany na patrzącego|ty|wskazywanie
	🫵🏻;palec wskazujący skierowany na patrzącego: karnacja jasna;karnacja jasna|palec wskazujący skierowany na patrzącego|palec wskazujący skierowany na patrzącego: karnacja jasna|ty|wskazywanie
	🫵🏼;palec wskazujący skierowany na patrzącego: karnacja średnio jasna;karnacja średnio jasna|palec wskazujący skierowany na patrzącego|palec wskazujący skierowany na patrzącego: karnacja średnio jasna|ty|wskazywanie
	🫵🏽;palec wskazujący skierowany na patrzącego: karnacja średnia;karnacja średnia|palec wskazujący skierowany na patrzącego|palec wskazujący skierowany na patrzącego: karnacja średnia|ty|wskazywanie
	🫵🏾;palec wskazujący skierowany na patrzącego: karnacja średnio ciemna;karnacja średnio ciemna|palec wskazujący skierowany na patrzącego|palec wskazujący skierowany na patrzącego: karnacja średnio ciemna|ty|wskazywanie
	🫵🏿;palec wskazujący skierowany na patrzącego: karnacja ciemna;karnacja ciemna|palec wskazujący skierowany na patrzącego|palec wskazujący skierowany na patrzącego: karnacja ciemna|ty|wskazywanie
👍;kciuk w górę;brawo|kciuk w górę|lubię|OK|podoba mi się
	👍🏻;kciuk w górę: karnacja jasna;brawo|karnacja jasna|kciuk w górę|kciuk w górę: karnacja jasna|lubię|OK|podoba mi się
	👍🏼;kciuk w górę: karnacja średnio jasna;brawo|karnacja średnio jasna|kciuk w górę|kciuk w górę: karnacja średnio jasna|lubię|OK|podoba mi się
	👍🏽;kciuk w górę: karnacja średnia;brawo|karnacja średnia|kciuk w górę|kciuk w górę: karnacja średnia|lubię|OK|podoba mi się
	👍🏾;kciuk w górę: karnacja średnio ciemna;brawo|karnacja średnio ciemna|kciuk w górę|kciuk w górę: karnacja średnio ciemna|lubię|OK|podoba mi się
	👍🏿;kciuk w górę: karnacja ciemna;brawo|karnacja ciemna|kciuk w górę|kciuk w górę: karnacja ciemna|lubię|OK|podoba mi się
👎;kciuk w dół;brzydkie|kciuk w dół|nie lubię|nie podoba mi się
	👎🏻;kciuk w dół: karnacja jasna;brzydkie|karnacja jasna|kciuk w dół|kciuk w dół: karnacja jasna|nie lubię|nie podoba mi się
	👎🏼;kciuk w dół: karnacja średnio jasna;brzydkie|karnacja średnio jasna|kciuk w dół|kciuk w dół: karnacja średnio jasna|nie lubię|nie podoba mi się
	👎🏽;kciuk w dół: karnacja średnia;brzydkie|karnacja średnia|kciuk w dół|kciuk w dół: karnacja średnia|nie lubię|nie podoba mi się
	👎🏾;kciuk w dół: karnacja średnio ciemna;brzydkie|karnacja średnio ciemna|kciuk w dół|kciuk w dół: karnacja średnio ciemna|nie lubię|nie podoba mi się
	👎🏿;kciuk w dół: karnacja ciemna;brzydkie|karnacja ciemna|kciuk w dół|kciuk w dół: karnacja ciemna|nie lubię|nie podoba mi się
✊;wzniesiona pięść;pięść|uniesiona|wzniesiona pięść|zaciśnięta
	✊🏻;wzniesiona pięść: karnacja jasna;karnacja jasna|pięść|uniesiona|wzniesiona pięść|wzniesiona pięść: karnacja jasna|zaciśnięta
	✊🏼;wzniesiona pięść: karnacja średnio jasna;karnacja średnio jasna|pięść|uniesiona|wzniesiona pięść|wzniesiona pięść: karnacja średnio jasna|zaciśnięta
	✊🏽;wzniesiona pięść: karnacja średnia;karnacja średnia|pięść|uniesiona|wzniesiona pięść|wzniesiona pięść: karnacja średnia|zaciśnięta
	✊🏾;wzniesiona pięść: karnacja średnio ciemna;karnacja średnio ciemna|pięść|uniesiona|wzniesiona pięść|wzniesiona pięść: karnacja średnio ciemna|zaciśnięta
	✊🏿;wzniesiona pięść: karnacja ciemna;karnacja ciemna|pięść|uniesiona|wzniesiona pięść|wzniesiona pięść: karnacja ciemna|zaciśnięta
👊;pięść od przodu;cios pięścią|pięść|pięść od przodu|prawy prosty|sierpowy|zaciśnięta pięść
	👊🏻;pięść od przodu: karnacja jasna;cios pięścią|karnacja jasna|pięść|pięść od przodu|pięść od przodu: karnacja jasna|prawy prosty|sierpowy|zaciśnięta pięść
	👊🏼;pięść od przodu: karnacja średnio jasna;cios pięścią|karnacja średnio jasna|pięść|pięść od przodu|pięść od przodu: karnacja średnio jasna|prawy prosty|sierpowy|zaciśnięta pięść
	👊🏽;pięść od przodu: karnacja średnia;cios pięścią|karnacja średnia|pięść|pięść od przodu|pięść od przodu: karnacja średnia|prawy prosty|sierpowy|zaciśnięta pięść
	👊🏾;pięść od przodu: karnacja średnio ciemna;cios pięścią|karnacja średnio ciemna|pięść|pięść od przodu|pięść od przodu: karnacja średnio ciemna|prawy prosty|sierpowy|zaciśnięta pięść
	👊🏿;pięść od przodu: karnacja ciemna;cios pięścią|karnacja ciemna|pięść|pięść od przodu|pięść od przodu: karnacja ciemna|prawy prosty|sierpowy|zaciśnięta pięść
🤛;pięść skierowana w lewo;cios|pięść|pięść skierowana w lewo|uderzenie z prawej
	🤛🏻;pięść skierowana w lewo: karnacja jasna;cios|karnacja jasna|pięść|pięść skierowana w lewo|pięść skierowana w lewo: karnacja jasna|uderzenie z prawej
	🤛🏼;pięść skierowana w lewo: karnacja średnio jasna;cios|karnacja średnio jasna|pięść|pięść skierowana w lewo|pięść skierowana w lewo: karnacja średnio jasna|uderzenie z prawej
	🤛🏽;pięść skierowana w lewo: karnacja średnia;cios|karnacja średnia|pięść|pięść skierowana w lewo|pięść skierowana w lewo: karnacja średnia|uderzenie z prawej
	🤛🏾;pięść skierowana w lewo: karnacja średnio ciemna;cios|karnacja średnio ciemna|pięść|pięść skierowana w lewo|pięść skierowana w lewo: karnacja średnio ciemna|uderzenie z prawej
	🤛🏿;pięść skierowana w lewo: karnacja ciemna;cios|karnacja ciemna|pięść|pięść skierowana w lewo|pięść skierowana w lewo: karnacja ciemna|uderzenie z prawej
🤜;pięść skierowana w prawo;cios|pięść|pięść skierowana w prawo|uderzenie z lewej
	🤜🏻;pięść skierowana w prawo: karnacja jasna;cios|karnacja jasna|pięść|pięść skierowana w prawo|pięść skierowana w prawo: karnacja jasna|uderzenie z lewej
	🤜🏼;pięść skierowana w prawo: karnacja średnio jasna;cios|karnacja średnio jasna|pięść|pięść skierowana w prawo|pięść skierowana w prawo: karnacja średnio jasna|uderzenie z lewej
	🤜🏽;pięść skierowana w prawo: karnacja średnia;cios|karnacja średnia|pięść|pięść skierowana w prawo|pięść skierowana w prawo: karnacja średnia|uderzenie z lewej
