# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;wyneb yn gwenu â cheg agored;lledwenu|wyneb|wyneb yn gwenu â cheg agored
	🤌🏾;bysedd wedi’u pinsio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arwydd â llaw|bysedd|bysedd wedi’u pinsio|bysedd wedi’u pinsio: arlliw croen canolig-tywyll|holi|sarcastig|wedi pinsio
	🤌🏿;bysedd wedi’u pinsio: arlliw croen tywyll;arlliw croen tywyll|arwydd â llaw|bysedd|bysedd wedi’u pinsio|bysedd wedi’u pinsio: arlliw croen tywyll|holi|sarcastig|wedi pinsio
🤏;bysedd yn pinshio;bach iawn|bysedd yn pinshio
	🤏🏻;bysedd yn pinshio: arlliw croen golau;arlliw croen golau|bach iawn|bysedd yn pinshio|bysedd yn pinshio: arlliw croen golau
	🤏🏼;bysedd yn pinshio: arlliw croen canolig-golau;arlliw croen canolig-golau|bach iawn|bysedd yn pinshio|bysedd yn pinshio: arlliw croen canolig-golau
	🤏🏽;bysedd yn pinshio: arlliw croen canolog;arlliw croen canolog|bach iawn|bysedd yn pinshio|bysedd yn pinshio: arlliw croen canolog
	🤏🏾;bysedd yn pinshio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bach iawn|bysedd yn pinshio|bysedd yn pinshio: arlliw croen canolig-tywyll
	🤏🏿;bysedd yn pinshio: arlliw croen tywyll;arlliw croen tywyll|bach iawn|bysedd yn pinshio|bysedd yn pinshio: arlliw croen tywyll
✌️;llaw fuddugol;buddugoliaeth|corff|llaw|llaw fuddugol|v
	✌🏻;llaw fuddugol: arlliw croen golau;arlliw croen golau|buddugoliaeth|corff|llaw|llaw fuddugol|llaw fuddugol: arlliw croen golau|v
	✌🏼;llaw fuddugol: arlliw croen canolig-golau;arlliw croen canolig-golau|buddugoliaeth|corff|llaw|llaw fuddugol|llaw fuddugol: arlliw croen canolig-golau|v
	✌🏽;llaw fuddugol: arlliw croen canolog;arlliw croen canolog|buddugoliaeth|corff|llaw|llaw fuddugol|llaw fuddugol: arlliw croen canolog|v
	✌🏾;llaw fuddugol: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|buddugoliaeth|corff|llaw|llaw fuddugol|llaw fuddugol: arlliw croen canolig-tywyll|v
	✌🏿;llaw fuddugol: arlliw croen tywyll;arlliw croen tywyll|buddugoliaeth|corff|llaw|llaw fuddugol|llaw fuddugol: arlliw croen tywyll|v
🤞;bysedd wedi’u croesi;bys|bysedd wedi’u croesi|croesi|llaw|lwc
	🤞🏻;bysedd wedi’u croesi: arlliw croen golau;arlliw croen golau|bys|bysedd wedi’u croesi|bysedd wedi’u croesi: arlliw croen golau|croesi|llaw|lwc
	🤞🏼;bysedd wedi’u croesi: arlliw croen canolig-golau;arlliw croen canolig-golau|bys|bysedd wedi’u croesi|bysedd wedi’u croesi: arlliw croen canolig-golau|croesi|llaw|lwc
	🤞🏽;bysedd wedi’u croesi: arlliw croen canolog;arlliw croen canolog|bys|bysedd wedi’u croesi|bysedd wedi’u croesi: arlliw croen canolog|croesi|llaw|lwc
	🤞🏾;bysedd wedi’u croesi: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys|bysedd wedi’u croesi|bysedd wedi’u croesi: arlliw croen canolig-tywyll|croesi|llaw|lwc
	🤞🏿;bysedd wedi’u croesi: arlliw croen tywyll;arlliw croen tywyll|bys|bysedd wedi’u croesi|bysedd wedi’u croesi: arlliw croen tywyll|croesi|llaw|lwc
🫰;llaw gyda bys mynegai a bawd wedi’i chroesi;arian|calon|cariad|clecian|drud|llaw gyda bys mynegai a bawd wedi’i chroesi
	🫰🏻;llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen golau;arian|arlliw croen golau|calon|cariad|clecian|drud|llaw gyda bys mynegai a bawd wedi’i chroesi|llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen golau
	🫰🏼;llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen canolig-golau;arian|arlliw croen canolig-golau|calon|cariad|clecian|drud|llaw gyda bys mynegai a bawd wedi’i chroesi|llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen canolig-golau
	🫰🏽;llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen canolog;arian|arlliw croen canolog|calon|cariad|clecian|drud|llaw gyda bys mynegai a bawd wedi’i chroesi|llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen canolog
	🫰🏾;llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen canolig-tywyll;arian|arlliw croen canolig-tywyll|calon|cariad|clecian|drud|llaw gyda bys mynegai a bawd wedi’i chroesi|llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen canolig-tywyll
	🫰🏿;llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen tywyll;arian|arlliw croen tywyll|calon|cariad|clecian|drud|llaw gyda bys mynegai a bawd wedi’i chroesi|llaw gyda bys mynegai a bawd wedi’i chroesi: arlliw croen tywyll
🤟;arwydd caru ti;arwydd caru ti|caru ti|llaw
	🤟🏻;arwydd caru ti: arlliw croen golau;arlliw croen golau|arwydd caru ti|arwydd caru ti: arlliw croen golau|caru ti|llaw
	🤟🏼;arwydd caru ti: arlliw croen canolig-golau;arlliw croen canolig-golau|arwydd caru ti|arwydd caru ti: arlliw croen canolig-golau|caru ti|llaw
	🤟🏽;arwydd caru ti: arlliw croen canolog;arlliw croen canolog|arwydd caru ti|arwydd caru ti: arlliw croen canolog|caru ti|llaw
	🤟🏾;arwydd caru ti: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arwydd caru ti|arwydd caru ti: arlliw croen canolig-tywyll|caru ti|llaw
	🤟🏿;arwydd caru ti: arlliw croen tywyll;arlliw croen tywyll|arwydd caru ti|arwydd caru ti: arlliw croen tywyll|caru ti|llaw
🤘;arwydd y cyrn;arwydd y cyrn|bys|corff|cyrn|llaw
	🤘🏻;arwydd y cyrn: arlliw croen golau;arlliw croen golau|arwydd y cyrn|arwydd y cyrn: arlliw croen golau|bys|corff|cyrn|llaw
	🤘🏼;arwydd y cyrn: arlliw croen canolig-golau;arlliw croen canolig-golau|arwydd y cyrn|arwydd y cyrn: arlliw croen canolig-golau|bys|corff|cyrn|llaw
	🤘🏽;arwydd y cyrn: arlliw croen canolog;arlliw croen canolog|arwydd y cyrn|arwydd y cyrn: arlliw croen canolog|bys|corff|cyrn|llaw
	🤘🏾;arwydd y cyrn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|arwydd y cyrn|arwydd y cyrn: arlliw croen canolig-tywyll|bys|corff|cyrn|llaw
	🤘🏿;arwydd y cyrn: arlliw croen tywyll;arlliw croen tywyll|arwydd y cyrn|arwydd y cyrn: arlliw croen tywyll|bys|corff|cyrn|llaw
🤙;llaw ffonia fi;ffonio|llaw|llaw ffonia fi
	🤙🏻;llaw ffonia fi: arlliw croen golau;arlliw croen golau|ffonio|llaw|llaw ffonia fi|llaw ffonia fi: arlliw croen golau
	🤙🏼;llaw ffonia fi: arlliw croen canolig-golau;arlliw croen canolig-golau|ffonio|llaw|llaw ffonia fi|llaw ffonia fi: arlliw croen canolig-golau
	🤙🏽;llaw ffonia fi: arlliw croen canolog;arlliw croen canolog|ffonio|llaw|llaw ffonia fi|llaw ffonia fi: arlliw croen canolog
	🤙🏾;llaw ffonia fi: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|ffonio|llaw|llaw ffonia fi|llaw ffonia fi: arlliw croen canolig-tywyll
	🤙🏿;llaw ffonia fi: arlliw croen tywyll;arlliw croen tywyll|ffonio|llaw|llaw ffonia fi|llaw ffonia fi: arlliw croen tywyll
👈;mynegfys yr wrthlaw yn pwyntio i’r chwith;bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r chwith
	👈🏻;mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen golau;arlliw croen golau|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r chwith|mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen golau
	👈🏼;mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen canolig-golau;arlliw croen canolig-golau|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r chwith|mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen canolig-golau
	👈🏽;mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen canolog;arlliw croen canolog|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r chwith|mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen canolog
	👈🏾;mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r chwith|mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen canolig-tywyll
	👈🏿;mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen tywyll;arlliw croen tywyll|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r chwith|mynegfys yr wrthlaw yn pwyntio i’r chwith: arlliw croen tywyll
👉;mynegfys yr wrthlaw yn pwyntio i’r dde;bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r dde
	👉🏻;mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen golau;arlliw croen golau|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r dde|mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen golau
	👉🏼;mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen canolig-golau;arlliw croen canolig-golau|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r dde|mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen canolig-golau
	👉🏽;mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen canolog;arlliw croen canolog|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r dde|mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen canolog
	👉🏾;mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r dde|mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen canolig-tywyll
	👉🏿;mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen tywyll;arlliw croen tywyll|bys|corff|gwrthlaw|llaw|mynegfys yr wrthlaw yn pwyntio i’r dde|mynegfys yr wrthlaw yn pwyntio i’r dde: arlliw croen tywyll
👆;mynegfys yr wrthlaw yn pwyntio i fyny;bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i fyny
	👆🏻;mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen golau;arlliw croen golau|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i fyny|mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen golau
	👆🏼;mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen canolig-golau;arlliw croen canolig-golau|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i fyny|mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen canolig-golau
	👆🏽;mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen canolog;arlliw croen canolog|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i fyny|mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen canolog
	👆🏾;mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i fyny|mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen canolig-tywyll
	👆🏿;mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen tywyll;arlliw croen tywyll|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i fyny|mynegfys yr wrthlaw yn pwyntio i fyny: arlliw croen tywyll
🖕;bys canol;bys|bys canol|corff|llaw
	🖕🏻;bys canol: arlliw croen golau;arlliw croen golau|bys|bys canol|bys canol: arlliw croen golau|corff|llaw
	🖕🏼;bys canol: arlliw croen canolig-golau;arlliw croen canolig-golau|bys|bys canol|bys canol: arlliw croen canolig-golau|corff|llaw
	🖕🏽;bys canol: arlliw croen canolog;arlliw croen canolog|bys|bys canol|bys canol: arlliw croen canolog|corff|llaw
	🖕🏾;bys canol: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys|bys canol|bys canol: arlliw croen canolig-tywyll|corff|llaw
	🖕🏿;bys canol: arlliw croen tywyll;arlliw croen tywyll|bys|bys canol|bys canol: arlliw croen tywyll|corff|llaw
👇;mynegfys yr wrthlaw yn pwyntio i lawr;bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i lawr
	👇🏻;mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen golau;arlliw croen golau|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i lawr|mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen golau
	👇🏼;mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen canolig-golau;arlliw croen canolig-golau|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i lawr|mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen canolig-golau
	👇🏽;mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen canolog;arlliw croen canolog|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i lawr|mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen canolog
	👇🏾;mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i lawr|mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen canolig-tywyll
	👇🏿;mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen tywyll;arlliw croen tywyll|bys|corff|gwrthlaw|mynegfys|mynegfys yr wrthlaw yn pwyntio i lawr|mynegfys yr wrthlaw yn pwyntio i lawr: arlliw croen tywyll
☝️;mynegfys yn pwyntio i fyny;corff|i fyny|mynegfys|mynegfys yn pwyntio i fyny|pwyntio
	☝🏻;mynegfys yn pwyntio i fyny: arlliw croen golau;arlliw croen golau|corff|i fyny|mynegfys|mynegfys yn pwyntio i fyny|mynegfys yn pwyntio i fyny: arlliw croen golau|pwyntio
	☝🏼;mynegfys yn pwyntio i fyny: arlliw croen canolig-golau;arlliw croen canolig-golau|corff|i fyny|mynegfys|mynegfys yn pwyntio i fyny|mynegfys yn pwyntio i fyny: arlliw croen canolig-golau|pwyntio
	☝🏽;mynegfys yn pwyntio i fyny: arlliw croen canolog;arlliw croen canolog|corff|i fyny|mynegfys|mynegfys yn pwyntio i fyny|mynegfys yn pwyntio i fyny: arlliw croen canolog|pwyntio
	☝🏾;mynegfys yn pwyntio i fyny: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|corff|i fyny|mynegfys|mynegfys yn pwyntio i fyny|mynegfys yn pwyntio i fyny: arlliw croen canolig-tywyll|pwyntio
	☝🏿;mynegfys yn pwyntio i fyny: arlliw croen tywyll;arlliw croen tywyll|corff|i fyny|mynegfys|mynegfys yn pwyntio i fyny|mynegfys yn pwyntio i fyny: arlliw croen tywyll|pwyntio
🫵;bys mynegai yn pwyntio at y gwyliwr;bys mynegai yn pwyntio at y gwyliwr|chi|pwynt|ti
	🫵🏻;bys mynegai yn pwyntio at y gwyliwr: arlliw croen golau;arlliw croen golau|bys mynegai yn pwyntio at y gwyliwr|bys mynegai yn pwyntio at y gwyliwr: arlliw croen golau|chi|pwynt|ti
	🫵🏼;bys mynegai yn pwyntio at y gwyliwr: arlliw croen canolig-golau;arlliw croen canolig-golau|bys mynegai yn pwyntio at y gwyliwr|bys mynegai yn pwyntio at y gwyliwr: arlliw croen canolig-golau|chi|pwynt|ti
	🫵🏽;bys mynegai yn pwyntio at y gwyliwr: arlliw croen canolog;arlliw croen canolog|bys mynegai yn pwyntio at y gwyliwr|bys mynegai yn pwyntio at y gwyliwr: arlliw croen canolog|chi|pwynt|ti
	🫵🏾;bys mynegai yn pwyntio at y gwyliwr: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys mynegai yn pwyntio at y gwyliwr|bys mynegai yn pwyntio at y gwyliwr: arlliw croen canolig-tywyll|chi|pwynt|ti
	🫵🏿;bys mynegai yn pwyntio at y gwyliwr: arlliw croen tywyll;arlliw croen tywyll|bys mynegai yn pwyntio at y gwyliwr|bys mynegai yn pwyntio at y gwyliwr: arlliw croen tywyll|chi|pwynt|ti
👍;bys bawd i fyny;bys bawd|bys bawd i fyny|corff|ok
	👍🏻;bys bawd i fyny: arlliw croen golau;arlliw croen golau|bys bawd|bys bawd i fyny|bys bawd i fyny: arlliw croen golau|corff|ok
	👍🏼;bys bawd i fyny: arlliw croen canolig-golau;arlliw croen canolig-golau|bys bawd|bys bawd i fyny|bys bawd i fyny: arlliw croen canolig-golau|corff|ok
	👍🏽;bys bawd i fyny: arlliw croen canolog;arlliw croen canolog|bys bawd|bys bawd i fyny|bys bawd i fyny: arlliw croen canolog|corff|ok
	👍🏾;bys bawd i fyny: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys bawd|bys bawd i fyny|bys bawd i fyny: arlliw croen canolig-tywyll|corff|ok
	👍🏿;bys bawd i fyny: arlliw croen tywyll;arlliw croen tywyll|bys bawd|bys bawd i fyny|bys bawd i fyny: arlliw croen tywyll|corff|ok
👎;bys bawd i lawr;bys bawd|bys bawd i lawr|corff|i lawr|llaw
	👎🏻;bys bawd i lawr: arlliw croen golau;arlliw croen golau|bys bawd|bys bawd i lawr|bys bawd i lawr: arlliw croen golau|corff|i lawr|llaw
	👎🏼;bys bawd i lawr: arlliw croen canolig-golau;arlliw croen canolig-golau|bys bawd|bys bawd i lawr|bys bawd i lawr: arlliw croen canolig-golau|corff|i lawr|llaw
	👎🏽;bys bawd i lawr: arlliw croen canolog;arlliw croen canolog|bys bawd|bys bawd i lawr|bys bawd i lawr: arlliw croen canolog|corff|i lawr|llaw
	👎🏾;bys bawd i lawr: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|bys bawd|bys bawd i lawr|bys bawd i lawr: arlliw croen canolig-tywyll|corff|i lawr|llaw
	👎🏿;bys bawd i lawr: arlliw croen tywyll;arlliw croen tywyll|bys bawd|bys bawd i lawr|bys bawd i lawr: arlliw croen tywyll|corff|i lawr|llaw
✊;dwrn wedi codi;cau|corff|dwrn|dwrn wedi codi|llaw
	✊🏻;dwrn wedi codi: arlliw croen golau;arlliw croen golau|cau|corff|dwrn|dwrn wedi codi|dwrn wedi codi: arlliw croen golau|llaw
	✊🏼;dwrn wedi codi: arlliw croen canolig-golau;arlliw croen canolig-golau|cau|corff|dwrn|dwrn wedi codi|dwrn wedi codi: arlliw croen canolig-golau|llaw
	✊🏽;dwrn wedi codi: arlliw croen canolog;arlliw croen canolog|cau|corff|dwrn|dwrn wedi codi|dwrn wedi codi: arlliw croen canolog|llaw
	✊🏾;dwrn wedi codi: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cau|corff|dwrn|dwrn wedi codi|dwrn wedi codi: arlliw croen canolig-tywyll|llaw
	✊🏿;dwrn wedi codi: arlliw croen tywyll;arlliw croen tywyll|cau|corff|dwrn|dwrn wedi codi|dwrn wedi codi: arlliw croen tywyll|llaw
👊;dwrn yn agosáu;cau|corff|dwrn|dwrn yn agosáu|llaw
	👊🏻;dwrn yn agosáu: arlliw croen golau;arlliw croen golau|cau|corff|dwrn|dwrn yn agosáu|dwrn yn agosáu: arlliw croen golau|llaw
	👊🏼;dwrn yn agosáu: arlliw croen canolig-golau;arlliw croen canolig-golau|cau|corff|dwrn|dwrn yn agosáu|dwrn yn agosáu: arlliw croen canolig-golau|llaw
	👊🏽;dwrn yn agosáu: arlliw croen canolog;arlliw croen canolog|cau|corff|dwrn|dwrn yn agosáu|dwrn yn agosáu: arlliw croen canolog|llaw
	👊🏾;dwrn yn agosáu: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cau|corff|dwrn|dwrn yn agosáu|dwrn yn agosáu: arlliw croen canolig-tywyll|llaw
	👊🏿;dwrn yn agosáu: arlliw croen tywyll;arlliw croen tywyll|cau|corff|dwrn|dwrn yn agosáu|dwrn yn agosáu: arlliw croen tywyll|llaw
🤛;dwrn tua’r chwith;dwrn|dwrn tua’r chwith|tua’r chwith
	🤛🏻;dwrn tua’r chwith: arlliw croen golau;arlliw croen golau|dwrn|dwrn tua’r chwith|dwrn tua’r chwith: arlliw croen golau|tua’r chwith
	🤛🏼;dwrn tua’r chwith: arlliw croen canolig-golau;arlliw croen canolig-golau|dwrn|dwrn tua’r chwith|dwrn tua’r chwith: arlliw croen canolig-golau|tua’r chwith
	🤛🏽;dwrn tua’r chwith: arlliw croen canolog;arlliw croen canolog|dwrn|dwrn tua’r chwith|dwrn tua’r chwith: arlliw croen canolog|tua’r chwith
	🤛🏾;dwrn tua’r chwith: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dwrn|dwrn tua’r chwith|dwrn tua’r chwith: arlliw croen canolig-tywyll|tua’r chwith
	🤛🏿;dwrn tua’r chwith: arlliw croen tywyll;arlliw croen tywyll|dwrn|dwrn tua’r chwith|dwrn tua’r chwith: arlliw croen tywyll|tua’r chwith
🤜;dwrn tua’r dde;dwrn|dwrn tua’r dde|tua’r dde
	🤜🏻;dwrn tua’r dde: arlliw croen golau;arlliw croen golau|dwrn|dwrn tua’r dde|dwrn tua’r dde: arlliw croen golau|tua’r dde
	🤜🏼;dwrn tua’r dde: arlliw croen canolig-golau;arlliw croen canolig-golau|dwrn|dwrn tua’r dde|dwrn tua’r dde: arlliw croen canolig-golau|tua’r dde
	🤜🏽;dwrn tua’r dde: arlliw croen canolog;arlliw croen canolog|dwrn|dwrn tua’r dde|dwrn tua’r dde: arlliw croen canolog|tua’r dde
	🤜🏾;dwrn tua’r dde: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dwrn|dwrn tua’r dde|dwrn tua’r dde: arlliw croen canolig-tywyll|tua’r dde
	🤜🏿;dwrn tua’r dde: arlliw croen tywyll;arlliw croen tywyll|dwrn|dwrn tua’r dde|dwrn tua’r dde: arlliw croen tywyll|tua’r dde
👏;dwylo yn curo;corff|curo|dwylo yn curo|llaw
	👏🏻;dwylo yn curo: arlliw croen golau;arlliw croen golau|corff|curo|dwylo yn curo|dwylo yn curo: arlliw croen golau|llaw
	👏🏼;dwylo yn curo: arlliw croen canolig-golau;arlliw croen canolig-golau|corff|curo|dwylo yn curo|dwylo yn curo: arlliw croen canolig-golau|llaw
	👏🏽;dwylo yn curo: arlliw croen canolog;arlliw croen canolog|corff|curo|dwylo yn curo|dwylo yn curo: arlliw croen canolog|llaw
	👏🏾;dwylo yn curo: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|corff|curo|dwylo yn curo|dwylo yn curo: arlliw croen canolig-tywyll|llaw
	👏🏿;dwylo yn curo: arlliw croen tywyll;arlliw croen tywyll|corff|curo|dwylo yn curo|dwylo yn curo: arlliw croen tywyll|llaw
🙌;person yn codi dwylo;corff|dathliad|llaw|person yn codi dwylo|ystum
	🙌🏻;person yn codi dwylo: arlliw croen golau;arlliw croen golau|corff|dathliad|llaw|person yn codi dwylo|person yn codi dwylo: arlliw croen golau|ystum
	🙌🏼;person yn codi dwylo: arlliw croen canolig-golau;arlliw croen canolig-golau|corff|dathliad|llaw|person yn codi dwylo|person yn codi dwylo: arlliw croen canolig-golau|ystum
	🙌🏽;person yn codi dwylo: arlliw croen canolog;arlliw croen canolog|corff|dathliad|llaw|person yn codi dwylo|person yn codi dwylo: arlliw croen canolog|ystum
	🙌🏾;person yn codi dwylo: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|corff|dathliad|llaw|person yn codi dwylo|person yn codi dwylo: arlliw croen canolig-tywyll|ystum
	🙌🏿;person yn codi dwylo: arlliw croen tywyll;arlliw croen tywyll|corff|dathliad|llaw|person yn codi dwylo|person yn codi dwylo: arlliw croen tywyll|ystum
🫶;dwylo calon;cariad|dwylo calon
	🫶🏻;dwylo calon: arlliw croen golau;arlliw croen golau|cariad|dwylo calon|dwylo calon: arlliw croen golau
	🫶🏼;dwylo calon: arlliw croen canolig-golau;arlliw croen canolig-golau|cariad|dwylo calon|dwylo calon: arlliw croen canolig-golau
	🫶🏽;dwylo calon: arlliw croen canolog;arlliw croen canolog|cariad|dwylo calon|dwylo calon: arlliw croen canolog
	🫶🏾;dwylo calon: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cariad|dwylo calon|dwylo calon: arlliw croen canolig-tywyll
	🫶🏿;dwylo calon: arlliw croen tywyll;arlliw croen tywyll|cariad|dwylo calon|dwylo calon: arlliw croen tywyll
👐;dwylo agored;agored|corff|dwylo agored|llaw
	👐🏻;dwylo agored: arlliw croen golau;agored|arlliw croen golau|corff|dwylo agored|dwylo agored: arlliw croen golau|llaw
	👐🏼;dwylo agored: arlliw croen canolig-golau;agored|arlliw croen canolig-golau|corff|dwylo agored|dwylo agored: arlliw croen canolig-golau|llaw
	👐🏽;dwylo agored: arlliw croen canolog;agored|arlliw croen canolog|corff|dwylo agored|dwylo agored: arlliw croen canolog|llaw
