# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;fytyrë e zgërdheshur;fytyrë|fytyrë e zgërdheshur|zgërdheshje|zgërdhihem
	🫸🏼;dorë që shtyn djathtas: nuancë lëkure gjysmë e çelët;dorë që shtyn djathtas|dorë që shtyn djathtas: nuancë lëkure gjysmë e çelët|ndalo|nuancë lëkure gjysmë e çelët|prit|refuzoj|shtytje
	🫸🏽;dorë që shtyn djathtas: nuancë lëkure zeshkane;dorë që shtyn djathtas|dorë që shtyn djathtas: nuancë lëkure zeshkane|ndalo|nuancë lëkure zeshkane|prit|refuzoj|shtytje
	🫸🏾;dorë që shtyn djathtas: nuancë lëkure gjysmë e errët;dorë që shtyn djathtas|dorë që shtyn djathtas: nuancë lëkure gjysmë e errët|ndalo|nuancë lëkure gjysmë e errët|prit|refuzoj|shtytje
	🫸🏿;dorë që shtyn djathtas: nuancë lëkure e errët;dorë që shtyn djathtas|dorë që shtyn djathtas: nuancë lëkure e errët|ndalo|nuancë lëkure e errët|prit|refuzoj|shtytje
👌;«ok» me dorë;«ok» me dorë|dorë|në rregull|ok|trup
	👌🏻;«ok» me dorë: nuancë lëkure e çelët;«ok» me dorë|«ok» me dorë: nuancë lëkure e çelët|dorë|në rregull|nuancë lëkure e çelët|ok|trup
	👌🏼;«ok» me dorë: nuancë lëkure gjysmë e çelët;«ok» me dorë|«ok» me dorë: nuancë lëkure gjysmë e çelët|dorë|në rregull|nuancë lëkure gjysmë e çelët|ok|trup
	👌🏽;«ok» me dorë: nuancë lëkure zeshkane;«ok» me dorë|«ok» me dorë: nuancë lëkure zeshkane|dorë|në rregull|nuancë lëkure zeshkane|ok|trup
	👌🏾;«ok» me dorë: nuancë lëkure gjysmë e errët;«ok» me dorë|«ok» me dorë: nuancë lëkure gjysmë e errët|dorë|në rregull|nuancë lëkure gjysmë e errët|ok|trup
	👌🏿;«ok» me dorë: nuancë lëkure e errët;«ok» me dorë|«ok» me dorë: nuancë lëkure e errët|dorë|në rregull|nuancë lëkure e errët|ok|trup
🤌;gishta të mbledhur;gishta|gishta të mbledhur|gjest me dorë|hetim|mbledhur|sarkastik
	🤌🏻;gishta të mbledhur: nuancë lëkure e çelët;gishta|gishta të mbledhur|gishta të mbledhur: nuancë lëkure e çelët|gjest me dorë|hetim|mbledhur|nuancë lëkure e çelët|sarkastik
	🤌🏼;gishta të mbledhur: nuancë lëkure gjysmë e çelët;gishta|gishta të mbledhur|gishta të mbledhur: nuancë lëkure gjysmë e çelët|gjest me dorë|hetim|mbledhur|nuancë lëkure gjysmë e çelët|sarkastik
	🤌🏽;gishta të mbledhur: nuancë lëkure zeshkane;gishta|gishta të mbledhur|gishta të mbledhur: nuancë lëkure zeshkane|gjest me dorë|hetim|mbledhur|nuancë lëkure zeshkane|sarkastik
	🤌🏾;gishta të mbledhur: nuancë lëkure gjysmë e errët;gishta|gishta të mbledhur|gishta të mbledhur: nuancë lëkure gjysmë e errët|gjest me dorë|hetim|mbledhur|nuancë lëkure gjysmë e errët|sarkastik
	🤌🏿;gishta të mbledhur: nuancë lëkure e errët;gishta|gishta të mbledhur|gishta të mbledhur: nuancë lëkure e errët|gjest me dorë|hetim|mbledhur|nuancë lëkure e errët|sarkastik
🤏;dorështrënguar;dorështrënguar|kurnac|sasi e vogël
	🤏🏻;dorështrënguar: nuancë lëkure e çelët;dorështrënguar|dorështrënguar: nuancë lëkure e çelët|kurnac|nuancë lëkure e çelët|sasi e vogël
	🤏🏼;dorështrënguar: nuancë lëkure gjysmë e çelët;dorështrënguar|dorështrënguar: nuancë lëkure gjysmë e çelët|kurnac|nuancë lëkure gjysmë e çelët|sasi e vogël
	🤏🏽;dorështrënguar: nuancë lëkure zeshkane;dorështrënguar|dorështrënguar: nuancë lëkure zeshkane|kurnac|nuancë lëkure zeshkane|sasi e vogël
	🤏🏾;dorështrënguar: nuancë lëkure gjysmë e errët;dorështrënguar|dorështrënguar: nuancë lëkure gjysmë e errët|kurnac|nuancë lëkure gjysmë e errët|sasi e vogël
	🤏🏿;dorështrënguar: nuancë lëkure e errët;dorështrënguar|dorështrënguar: nuancë lëkure e errët|kurnac|nuancë lëkure e errët|sasi e vogël
✌️;dora e fitores;dora e fitores|dorë|fitore|trup|v
	✌🏻;dora e fitores: nuancë lëkure e çelët;dora e fitores|dora e fitores: nuancë lëkure e çelët|dorë|fitore|nuancë lëkure e çelët|trup|v
	✌🏼;dora e fitores: nuancë lëkure gjysmë e çelët;dora e fitores|dora e fitores: nuancë lëkure gjysmë e çelët|dorë|fitore|nuancë lëkure gjysmë e çelët|trup|v
	✌🏽;dora e fitores: nuancë lëkure zeshkane;dora e fitores|dora e fitores: nuancë lëkure zeshkane|dorë|fitore|nuancë lëkure zeshkane|trup|v
	✌🏾;dora e fitores: nuancë lëkure gjysmë e errët;dora e fitores|dora e fitores: nuancë lëkure gjysmë e errët|dorë|fitore|nuancë lëkure gjysmë e errët|trup|v
	✌🏿;dora e fitores: nuancë lëkure e errët;dora e fitores|dora e fitores: nuancë lëkure e errët|dorë|fitore|nuancë lëkure e errët|trup|v
🤞;gishta të kryqëzuar;dorë|fat|gisht|gishta të kryqëzuar|kryqëzim
	🤞🏻;gishta të kryqëzuar: nuancë lëkure e çelët;dorë|fat|gisht|gishta të kryqëzuar|gishta të kryqëzuar: nuancë lëkure e çelët|kryqëzim|nuancë lëkure e çelët
	🤞🏼;gishta të kryqëzuar: nuancë lëkure gjysmë e çelët;dorë|fat|gisht|gishta të kryqëzuar|gishta të kryqëzuar: nuancë lëkure gjysmë e çelët|kryqëzim|nuancë lëkure gjysmë e çelët
	🤞🏽;gishta të kryqëzuar: nuancë lëkure zeshkane;dorë|fat|gisht|gishta të kryqëzuar|gishta të kryqëzuar: nuancë lëkure zeshkane|kryqëzim|nuancë lëkure zeshkane
	🤞🏾;gishta të kryqëzuar: nuancë lëkure gjysmë e errët;dorë|fat|gisht|gishta të kryqëzuar|gishta të kryqëzuar: nuancë lëkure gjysmë e errët|kryqëzim|nuancë lëkure gjysmë e errët
	🤞🏿;gishta të kryqëzuar: nuancë lëkure e errët;dorë|fat|gisht|gishta të kryqëzuar|gishta të kryqëzuar: nuancë lëkure e errët|kryqëzim|nuancë lëkure e errët
🫰;dorë me gishtin tregues dhe të madhin të kapur;dashuri|dorë me gishtin tregues dhe të madhin të kapur|para|shtrenjtë|zemër
	🫰🏻;dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure e çelët;dashuri|dorë me gishtin tregues dhe të madhin të kapur|dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure e çelët|nuancë lëkure e çelët|para|shtrenjtë|zemër
	🫰🏼;dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure gjysmë e çelët;dashuri|dorë me gishtin tregues dhe të madhin të kapur|dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|para|shtrenjtë|zemër
	🫰🏽;dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure zeshkane;dashuri|dorë me gishtin tregues dhe të madhin të kapur|dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure zeshkane|nuancë lëkure zeshkane|para|shtrenjtë|zemër
	🫰🏾;dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure gjysmë e errët;dashuri|dorë me gishtin tregues dhe të madhin të kapur|dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|para|shtrenjtë|zemër
	🫰🏿;dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure e errët;dashuri|dorë me gishtin tregues dhe të madhin të kapur|dorë me gishtin tregues dhe të madhin të kapur: nuancë lëkure e errët|nuancë lëkure e errët|para|shtrenjtë|zemër
🤟;gjesti &quot;të dua&quot;;&quot;Të dua&quot;|dorë|gjesti &quot;të dua&quot;
	🤟🏻;gjesti &quot;të dua&quot;: nuancë lëkure e çelët;&quot;Të dua&quot;|dorë|gjesti &quot;të dua&quot;|gjesti &quot;të dua&quot;: nuancë lëkure e çelët|nuancë lëkure e çelët
	🤟🏼;gjesti &quot;të dua&quot;: nuancë lëkure gjysmë e çelët;&quot;Të dua&quot;|dorë|gjesti &quot;të dua&quot;|gjesti &quot;të dua&quot;: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	🤟🏽;gjesti &quot;të dua&quot;: nuancë lëkure zeshkane;&quot;Të dua&quot;|dorë|gjesti &quot;të dua&quot;|gjesti &quot;të dua&quot;: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	🤟🏾;gjesti &quot;të dua&quot;: nuancë lëkure gjysmë e errët;&quot;Të dua&quot;|dorë|gjesti &quot;të dua&quot;|gjesti &quot;të dua&quot;: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	🤟🏿;gjesti &quot;të dua&quot;: nuancë lëkure e errët;&quot;Të dua&quot;|dorë|gjesti &quot;të dua&quot;|gjesti &quot;të dua&quot;: nuancë lëkure e errët|nuancë lëkure e errët
🤘;shenja e brirëve;dorë|gisht|rok|shenja e brirëve
	🤘🏻;shenja e brirëve: nuancë lëkure e çelët;dorë|gisht|nuancë lëkure e çelët|rok|shenja e brirëve|shenja e brirëve: nuancë lëkure e çelët
	🤘🏼;shenja e brirëve: nuancë lëkure gjysmë e çelët;dorë|gisht|nuancë lëkure gjysmë e çelët|rok|shenja e brirëve|shenja e brirëve: nuancë lëkure gjysmë e çelët
	🤘🏽;shenja e brirëve: nuancë lëkure zeshkane;dorë|gisht|nuancë lëkure zeshkane|rok|shenja e brirëve|shenja e brirëve: nuancë lëkure zeshkane
	🤘🏾;shenja e brirëve: nuancë lëkure gjysmë e errët;dorë|gisht|nuancë lëkure gjysmë e errët|rok|shenja e brirëve|shenja e brirëve: nuancë lëkure gjysmë e errët
	🤘🏿;shenja e brirëve: nuancë lëkure e errët;dorë|gisht|nuancë lëkure e errët|rok|shenja e brirëve|shenja e brirëve: nuancë lëkure e errët
🤙;dorë me shenjën “më telefono”;dorë|dorë me shenjën “më telefono”|telefono
	🤙🏻;dorë me shenjën “më telefono”: nuancë lëkure e çelët;dorë|dorë me shenjën “më telefono”|dorë me shenjën “më telefono”: nuancë lëkure e çelët|nuancë lëkure e çelët|telefono
	🤙🏼;dorë me shenjën “më telefono”: nuancë lëkure gjysmë e çelët;dorë|dorë me shenjën “më telefono”|dorë me shenjën “më telefono”: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|telefono
	🤙🏽;dorë me shenjën “më telefono”: nuancë lëkure zeshkane;dorë|dorë me shenjën “më telefono”|dorë me shenjën “më telefono”: nuancë lëkure zeshkane|nuancë lëkure zeshkane|telefono
	🤙🏾;dorë me shenjën “më telefono”: nuancë lëkure gjysmë e errët;dorë|dorë me shenjën “më telefono”|dorë me shenjën “më telefono”: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|telefono
	🤙🏿;dorë me shenjën “më telefono”: nuancë lëkure e errët;dorë|dorë me shenjën “më telefono”|dorë me shenjën “më telefono”: nuancë lëkure e errët|nuancë lëkure e errët|telefono
👈;gishti tregues që tregon majtas;dorë|gisht|gishti tregues që tregon majtas|kurrizi i dorës
	👈🏻;gishti tregues që tregon majtas: nuancë lëkure e çelët;dorë|gisht|gishti tregues që tregon majtas|gishti tregues që tregon majtas: nuancë lëkure e çelët|kurrizi i dorës|nuancë lëkure e çelët
	👈🏼;gishti tregues që tregon majtas: nuancë lëkure gjysmë e çelët;dorë|gisht|gishti tregues që tregon majtas|gishti tregues që tregon majtas: nuancë lëkure gjysmë e çelët|kurrizi i dorës|nuancë lëkure gjysmë e çelët
	👈🏽;gishti tregues që tregon majtas: nuancë lëkure zeshkane;dorë|gisht|gishti tregues që tregon majtas|gishti tregues që tregon majtas: nuancë lëkure zeshkane|kurrizi i dorës|nuancë lëkure zeshkane
	👈🏾;gishti tregues që tregon majtas: nuancë lëkure gjysmë e errët;dorë|gisht|gishti tregues që tregon majtas|gishti tregues që tregon majtas: nuancë lëkure gjysmë e errët|kurrizi i dorës|nuancë lëkure gjysmë e errët
	👈🏿;gishti tregues që tregon majtas: nuancë lëkure e errët;dorë|gisht|gishti tregues që tregon majtas|gishti tregues që tregon majtas: nuancë lëkure e errët|kurrizi i dorës|nuancë lëkure e errët
👉;gisht tregues i drejtuar djathtas;dorë|gisht|gisht tregues i drejtuar djathtas|kurrizi i dorës
	👉🏻;gisht tregues i drejtuar djathtas: nuancë lëkure e çelët;dorë|gisht|gisht tregues i drejtuar djathtas|gisht tregues i drejtuar djathtas: nuancë lëkure e çelët|kurrizi i dorës|nuancë lëkure e çelët
	👉🏼;gisht tregues i drejtuar djathtas: nuancë lëkure gjysmë e çelët;dorë|gisht|gisht tregues i drejtuar djathtas|gisht tregues i drejtuar djathtas: nuancë lëkure gjysmë e çelët|kurrizi i dorës|nuancë lëkure gjysmë e çelët
	👉🏽;gisht tregues i drejtuar djathtas: nuancë lëkure zeshkane;dorë|gisht|gisht tregues i drejtuar djathtas|gisht tregues i drejtuar djathtas: nuancë lëkure zeshkane|kurrizi i dorës|nuancë lëkure zeshkane
	👉🏾;gisht tregues i drejtuar djathtas: nuancë lëkure gjysmë e errët;dorë|gisht|gisht tregues i drejtuar djathtas|gisht tregues i drejtuar djathtas: nuancë lëkure gjysmë e errët|kurrizi i dorës|nuancë lëkure gjysmë e errët
	👉🏿;gisht tregues i drejtuar djathtas: nuancë lëkure e errët;dorë|gisht|gisht tregues i drejtuar djathtas|gisht tregues i drejtuar djathtas: nuancë lëkure e errët|kurrizi i dorës|nuancë lëkure e errët
👆;gisht tregues i drejtuar lart;dorë|gisht|gisht tregues i drejtuar lart|gisht tregues i drejtuar lartë|tregoj
	👆🏻;gisht tregues i drejtuar lart: nuancë lëkure e çelët;dorë|gisht|gisht tregues i drejtuar lart|gisht tregues i drejtuar lart: nuancë lëkure e çelët|gisht tregues i drejtuar lartë|nuancë lëkure e çelët|tregoj
	👆🏼;gisht tregues i drejtuar lart: nuancë lëkure gjysmë e çelët;dorë|gisht|gisht tregues i drejtuar lart|gisht tregues i drejtuar lart: nuancë lëkure gjysmë e çelët|gisht tregues i drejtuar lartë|nuancë lëkure gjysmë e çelët|tregoj
	👆🏽;gisht tregues i drejtuar lart: nuancë lëkure zeshkane;dorë|gisht|gisht tregues i drejtuar lart|gisht tregues i drejtuar lart: nuancë lëkure zeshkane|gisht tregues i drejtuar lartë|nuancë lëkure zeshkane|tregoj
	👆🏾;gisht tregues i drejtuar lart: nuancë lëkure gjysmë e errët;dorë|gisht|gisht tregues i drejtuar lart|gisht tregues i drejtuar lart: nuancë lëkure gjysmë e errët|gisht tregues i drejtuar lartë|nuancë lëkure gjysmë e errët|tregoj
	👆🏿;gisht tregues i drejtuar lart: nuancë lëkure e errët;dorë|gisht|gisht tregues i drejtuar lart|gisht tregues i drejtuar lart: nuancë lëkure e errët|gisht tregues i drejtuar lartë|nuancë lëkure e errët|tregoj
🖕;gishti i mesit;dorë|gisht|gishti i mesit|trup
	🖕🏻;gishti i mesit: nuancë lëkure e çelët;dorë|gisht|gishti i mesit|gishti i mesit: nuancë lëkure e çelët|nuancë lëkure e çelët|trup
	🖕🏼;gishti i mesit: nuancë lëkure gjysmë e çelët;dorë|gisht|gishti i mesit|gishti i mesit: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|trup
	🖕🏽;gishti i mesit: nuancë lëkure zeshkane;dorë|gisht|gishti i mesit|gishti i mesit: nuancë lëkure zeshkane|nuancë lëkure zeshkane|trup
	🖕🏾;gishti i mesit: nuancë lëkure gjysmë e errët;dorë|gisht|gishti i mesit|gishti i mesit: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|trup
	🖕🏿;gishti i mesit: nuancë lëkure e errët;dorë|gisht|gishti i mesit|gishti i mesit: nuancë lëkure e errët|nuancë lëkure e errët|trup
👇;gisht tregues i drejtuar poshtë;dorë|gisht|gisht tregues i drejtuar poshtë|tregoj
	👇🏻;gisht tregues i drejtuar poshtë: nuancë lëkure e çelët;dorë|gisht|gisht tregues i drejtuar poshtë|gisht tregues i drejtuar poshtë: nuancë lëkure e çelët|nuancë lëkure e çelët|tregoj
	👇🏼;gisht tregues i drejtuar poshtë: nuancë lëkure gjysmë e çelët;dorë|gisht|gisht tregues i drejtuar poshtë|gisht tregues i drejtuar poshtë: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|tregoj
	👇🏽;gisht tregues i drejtuar poshtë: nuancë lëkure zeshkane;dorë|gisht|gisht tregues i drejtuar poshtë|gisht tregues i drejtuar poshtë: nuancë lëkure zeshkane|nuancë lëkure zeshkane|tregoj
	👇🏾;gisht tregues i drejtuar poshtë: nuancë lëkure gjysmë e errët;dorë|gisht|gisht tregues i drejtuar poshtë|gisht tregues i drejtuar poshtë: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|tregoj
	👇🏿;gisht tregues i drejtuar poshtë: nuancë lëkure e errët;dorë|gisht|gisht tregues i drejtuar poshtë|gisht tregues i drejtuar poshtë: nuancë lëkure e errët|nuancë lëkure e errët|tregoj
☝️;gisht tregues që tregon lart;dorë|gisht|gisht tregues që tregon lart|tregues
	☝🏻;gisht tregues që tregon lart: nuancë lëkure e çelët;dorë|gisht|gisht tregues që tregon lart|gisht tregues që tregon lart: nuancë lëkure e çelët|nuancë lëkure e çelët|tregues
	☝🏼;gisht tregues që tregon lart: nuancë lëkure gjysmë e çelët;dorë|gisht|gisht tregues që tregon lart|gisht tregues që tregon lart: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|tregues
	☝🏽;gisht tregues që tregon lart: nuancë lëkure zeshkane;dorë|gisht|gisht tregues që tregon lart|gisht tregues që tregon lart: nuancë lëkure zeshkane|nuancë lëkure zeshkane|tregues
	☝🏾;gisht tregues që tregon lart: nuancë lëkure gjysmë e errët;dorë|gisht|gisht tregues që tregon lart|gisht tregues që tregon lart: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|tregues
	☝🏿;gisht tregues që tregon lart: nuancë lëkure e errët;dorë|gisht|gisht tregues që tregon lart|gisht tregues që tregon lart: nuancë lëkure e errët|nuancë lëkure e errët|tregues
🫵;gishti tregues nga shikuesi;drejtim|gishti tregues nga shikuesi|ti
	🫵🏻;gishti tregues nga shikuesi: nuancë lëkure e çelët;drejtim|gishti tregues nga shikuesi|gishti tregues nga shikuesi: nuancë lëkure e çelët|nuancë lëkure e çelët|ti
	🫵🏼;gishti tregues nga shikuesi: nuancë lëkure gjysmë e çelët;drejtim|gishti tregues nga shikuesi|gishti tregues nga shikuesi: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|ti
	🫵🏽;gishti tregues nga shikuesi: nuancë lëkure zeshkane;drejtim|gishti tregues nga shikuesi|gishti tregues nga shikuesi: nuancë lëkure zeshkane|nuancë lëkure zeshkane|ti
	🫵🏾;gishti tregues nga shikuesi: nuancë lëkure gjysmë e errët;drejtim|gishti tregues nga shikuesi|gishti tregues nga shikuesi: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|ti
	🫵🏿;gishti tregues nga shikuesi: nuancë lëkure e errët;drejtim|gishti tregues nga shikuesi|gishti tregues nga shikuesi: nuancë lëkure e errët|nuancë lëkure e errët|ti
👍;gishti i madh lart;+1|dorë|gisht i madh|gishti i madh lart
	👍🏻;gishti i madh lart: nuancë lëkure e çelët;+1|dorë|gisht i madh|gishti i madh lart|gishti i madh lart: nuancë lëkure e çelët|nuancë lëkure e çelët
	👍🏼;gishti i madh lart: nuancë lëkure gjysmë e çelët;+1|dorë|gisht i madh|gishti i madh lart|gishti i madh lart: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	👍🏽;gishti i madh lart: nuancë lëkure zeshkane;+1|dorë|gisht i madh|gishti i madh lart|gishti i madh lart: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	👍🏾;gishti i madh lart: nuancë lëkure gjysmë e errët;+1|dorë|gisht i madh|gishti i madh lart|gishti i madh lart: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	👍🏿;gishti i madh lart: nuancë lëkure e errët;+1|dorë|gisht i madh|gishti i madh lart|gishti i madh lart: nuancë lëkure e errët|nuancë lëkure e errët
👎;gishti i madh poshtë;-1|dorë|gisht i madh|gishti i madh poshtë|poshtë
	👎🏻;gishti i madh poshtë: nuancë lëkure e çelët;-1|dorë|gisht i madh|gishti i madh poshtë|gishti i madh poshtë: nuancë lëkure e çelët|nuancë lëkure e çelët|poshtë
	👎🏼;gishti i madh poshtë: nuancë lëkure gjysmë e çelët;-1|dorë|gisht i madh|gishti i madh poshtë|gishti i madh poshtë: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|poshtë
	👎🏽;gishti i madh poshtë: nuancë lëkure zeshkane;-1|dorë|gisht i madh|gishti i madh poshtë|gishti i madh poshtë: nuancë lëkure zeshkane|nuancë lëkure zeshkane|poshtë
	👎🏾;gishti i madh poshtë: nuancë lëkure gjysmë e errët;-1|dorë|gisht i madh|gishti i madh poshtë|gishti i madh poshtë: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|poshtë
	👎🏿;gishti i madh poshtë: nuancë lëkure e errët;-1|dorë|gisht i madh|gishti i madh poshtë|gishti i madh poshtë: nuancë lëkure e errët|nuancë lëkure e errët|poshtë
✊;grusht i ngritur;dorë|grusht|grusht i ngritur|grushtoj|i mbledhur
	✊🏻;grusht i ngritur: nuancë lëkure e çelët;dorë|grusht|grusht i ngritur|grusht i ngritur: nuancë lëkure e çelët|grushtoj|i mbledhur|nuancë lëkure e çelët
