# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;se zubjece woblico;luštne|se zubjece woblico|woblico|wótcynjona guba
	🫸🏻;ruka, ak tłocy napšawo: swětła barwa kóže;ak tłocy napšawo|cakaś|high five|napšawo|ruka|ruka, ak tłocy napšawo|ruka, ak tłocy napšawo: swětła barwa kóže|slědk hyś|swětła barwa kóže|tłocyś|wótpokazaś|zaźaržaś
	🫸🏼;ruka, ak tłocy napšawo: srjejźnoswětła barwa kóže;ak tłocy napšawo|cakaś|high five|napšawo|ruka|ruka, ak tłocy napšawo|ruka, ak tłocy napšawo: srjejźnoswětła barwa kóže|slědk hyś|srjejźnoswětła barwa kóže|tłocyś|wótpokazaś|zaźaržaś
	🫸🏽;ruka, ak tłocy napšawo: wósrědna barwa kóže;ak tłocy napšawo|cakaś|high five|napšawo|ruka|ruka, ak tłocy napšawo|ruka, ak tłocy napšawo: wósrědna barwa kóže|slědk hyś|tłocyś|wósrědna barwa kóže|wótpokazaś|zaźaržaś
	🫸🏾;ruka, ak tłocy napšawo: srjejźnośamna barwa kóže;ak tłocy napšawo|cakaś|high five|napšawo|ruka|ruka, ak tłocy napšawo|ruka, ak tłocy napšawo: srjejźnośamna barwa kóže|slědk hyś|srjejźnośamna barwa kóže|tłocyś|wótpokazaś|zaźaržaś
	🫸🏿;ruka, ak tłocy napšawo: śamna barwa kóže;ak tłocy napšawo|cakaś|high five|napšawo|ruka|ruka, ak tłocy napšawo|ruka, ak tłocy napšawo: śamna barwa kóže|śamna barwa kóže|slědk hyś|tłocyś|wótpokazaś|zaźaržaś
👌;ok-gesta;ekscelentny|ok|ok-gesta|okay|okay-gesta|perfektny|ruka|w rěchu
	👌🏻;ok-gesta: swětła barwa kóže;ekscelentny|ok|ok-gesta|ok-gesta: swětła barwa kóže|okay|okay-gesta|perfektny|ruka|swětła barwa kóže|w rěchu
	👌🏼;ok-gesta: srjejźnoswětła barwa kóže;ekscelentny|ok|ok-gesta|ok-gesta: srjejźnoswětła barwa kóže|okay|okay-gesta|perfektny|ruka|srjejźnoswětła barwa kóže|w rěchu
	👌🏽;ok-gesta: wósrědna barwa kóže;ekscelentny|ok|ok-gesta|ok-gesta: wósrědna barwa kóže|okay|okay-gesta|perfektny|ruka|w rěchu|wósrědna barwa kóže
	👌🏾;ok-gesta: srjejźnośamna barwa kóže;ekscelentny|ok|ok-gesta|ok-gesta: srjejźnośamna barwa kóže|okay|okay-gesta|perfektny|ruka|srjejźnośamna barwa kóže|w rěchu
	👌🏿;ok-gesta: śamna barwa kóže;ekscelentny|ok|ok-gesta|ok-gesta: śamna barwa kóže|okay|okay-gesta|perfektny|ruka|śamna barwa kóže|w rěchu
🤌;gromadu stłocone palce;gesta z ruku|gromadu stłocone palce|gromadu stłocony|palce|sarkastiski
	🤌🏻;gromadu stłocone palce: swětła barwa kóže;gesta z ruku|gromadu stłocone palce|gromadu stłocone palce: swětła barwa kóže|gromadu stłocony|palce|sarkastiski|swětła barwa kóže
	🤌🏼;gromadu stłocone palce: srjejźnoswětła barwa kóže;gesta z ruku|gromadu stłocone palce|gromadu stłocone palce: srjejźnoswětła barwa kóže|gromadu stłocony|palce|sarkastiski|srjejźnoswětła barwa kóže
	🤌🏽;gromadu stłocone palce: wósrědna barwa kóže;gesta z ruku|gromadu stłocone palce|gromadu stłocone palce: wósrědna barwa kóže|gromadu stłocony|palce|sarkastiski|wósrědna barwa kóže
	🤌🏾;gromadu stłocone palce: srjejźnośamna barwa kóže;gesta z ruku|gromadu stłocone palce|gromadu stłocone palce: srjejźnośamna barwa kóže|gromadu stłocony|palce|sarkastiski|srjejźnośamna barwa kóže
	🤌🏿;gromadu stłocone palce: śamna barwa kóže;gesta z ruku|gromadu stłocone palce|gromadu stłocone palce: śamna barwa kóže|gromadu stłocony|palce|śamna barwa kóže|sarkastiski
🤏;mało-gesta;mała suma|mała tšocha|mało|mało-gesta|mały|njewažny
	🤏🏻;mało-gesta: swětła barwa kóže;mała suma|mała tšocha|mało|mało-gesta|mało-gesta: swětła barwa kóže|mały|njewažny|swětła barwa kóže
	🤏🏼;mało-gesta: srjejźnoswětła barwa kóže;mała suma|mała tšocha|mało|mało-gesta|mało-gesta: srjejźnoswětła barwa kóže|mały|njewažny|srjejźnoswětła barwa kóže
	🤏🏽;mało-gesta: wósrědna barwa kóže;mała suma|mała tšocha|mało|mało-gesta|mało-gesta: wósrědna barwa kóže|mały|njewažny|wósrědna barwa kóže
	🤏🏾;mało-gesta: srjejźnośamna barwa kóže;mała suma|mała tšocha|mało|mało-gesta|mało-gesta: srjejźnośamna barwa kóže|mały|njewažny|srjejźnośamna barwa kóže
	🤏🏿;mało-gesta: śamna barwa kóže;mała suma|mała tšocha|mało|mało-gesta|mało-gesta: śamna barwa kóže|mały|njewažny|śamna barwa kóže
✌️;dobyśaŕska gesta;dobyśaŕska gesta|dobyśe|gesta-dobyśa|V
	✌🏻;dobyśaŕska gesta: swětła barwa kóže;dobyśaŕska gesta|dobyśaŕska gesta: swětła barwa kóže|dobyśe|gesta-dobyśa|swětła barwa kóže|V
	✌🏼;dobyśaŕska gesta: srjejźnoswětła barwa kóže;dobyśaŕska gesta|dobyśaŕska gesta: srjejźnoswětła barwa kóže|dobyśe|gesta-dobyśa|srjejźnoswětła barwa kóže|V
	✌🏽;dobyśaŕska gesta: wósrědna barwa kóže;dobyśaŕska gesta|dobyśaŕska gesta: wósrědna barwa kóže|dobyśe|gesta-dobyśa|V|wósrědna barwa kóže
	✌🏾;dobyśaŕska gesta: srjejźnośamna barwa kóže;dobyśaŕska gesta|dobyśaŕska gesta: srjejźnośamna barwa kóže|dobyśe|gesta-dobyśa|srjejźnośamna barwa kóže|V
	✌🏿;dobyśaŕska gesta: śamna barwa kóže;dobyśaŕska gesta|dobyśaŕska gesta: śamna barwa kóže|dobyśe|gesta-dobyśa|śamna barwa kóže|V
🤞;ruka z pśekśicnjonyma palcoma;palc|pśekśicnjony|ruka|ruka z pśekśicnjonyma palcoma
	🤞🏻;ruka z pśekśicnjonyma palcoma: swětła barwa kóže;palc|pśekśicnjony|ruka|ruka z pśekśicnjonyma palcoma|ruka z pśekśicnjonyma palcoma: swětła barwa kóže|swětła barwa kóže
	🤞🏼;ruka z pśekśicnjonyma palcoma: srjejźnoswětła barwa kóže;palc|pśekśicnjony|ruka|ruka z pśekśicnjonyma palcoma|ruka z pśekśicnjonyma palcoma: srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže
	🤞🏽;ruka z pśekśicnjonyma palcoma: wósrědna barwa kóže;palc|pśekśicnjony|ruka|ruka z pśekśicnjonyma palcoma|ruka z pśekśicnjonyma palcoma: wósrědna barwa kóže|wósrědna barwa kóže
	🤞🏾;ruka z pśekśicnjonyma palcoma: srjejźnośamna barwa kóže;palc|pśekśicnjony|ruka|ruka z pśekśicnjonyma palcoma|ruka z pśekśicnjonyma palcoma: srjejźnośamna barwa kóže|srjejźnośamna barwa kóže
	🤞🏿;ruka z pśekśicnjonyma palcoma: śamna barwa kóže;palc|pśekśicnjony|ruka|ruka z pśekśicnjonyma palcoma|ruka z pśekśicnjonyma palcoma: śamna barwa kóže|śamna barwa kóže
🫰;ruka, z pśekśicowanym pokazowarjom a palcom;droge|lubosć|pjenjeze|ruka|ruka, z pśekśicowanym pokazowarjom a palcom|wutšoba|z pśekśicowanym pokazowarjom a palcom
	🫰🏻;ruka, z pśekśicowanym pokazowarjom a palcom: swětła barwa kóže;droge|lubosć|pjenjeze|ruka|ruka, z pśekśicowanym pokazowarjom a palcom|ruka, z pśekśicowanym pokazowarjom a palcom: swětła barwa kóže|swětła barwa kóže|wutšoba|z pśekśicowanym pokazowarjom a palcom
	🫰🏼;ruka, z pśekśicowanym pokazowarjom a palcom: srjejźnoswětła barwa kóže;droge|lubosć|pjenjeze|ruka|ruka, z pśekśicowanym pokazowarjom a palcom|ruka, z pśekśicowanym pokazowarjom a palcom: srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|wutšoba|z pśekśicowanym pokazowarjom a palcom
	🫰🏽;ruka, z pśekśicowanym pokazowarjom a palcom: wósrědna barwa kóže;droge|lubosć|pjenjeze|ruka|ruka, z pśekśicowanym pokazowarjom a palcom|ruka, z pśekśicowanym pokazowarjom a palcom: wósrědna barwa kóže|wósrědna barwa kóže|wutšoba|z pśekśicowanym pokazowarjom a palcom
	🫰🏾;ruka, z pśekśicowanym pokazowarjom a palcom: srjejźnośamna barwa kóže;droge|lubosć|pjenjeze|ruka|ruka, z pśekśicowanym pokazowarjom a palcom|ruka, z pśekśicowanym pokazowarjom a palcom: srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|wutšoba|z pśekśicowanym pokazowarjom a palcom
	🫰🏿;ruka, z pśekśicowanym pokazowarjom a palcom: śamna barwa kóže;droge|lubosć|pjenjeze|ruka|ruka, z pśekśicowanym pokazowarjom a palcom|ruka, z pśekśicowanym pokazowarjom a palcom: śamna barwa kóže|śamna barwa kóže|wutšoba|z pśekśicowanym pokazowarjom a palcom
🤟;gesta &quot;ja śi lubujom&quot;;gesta &quot;ja śi lubujom&quot;|Ja śi lubujom|ruka
	🤟🏻;gesta &quot;ja śi lubujom&quot;: swětła barwa kóže;gesta &quot;ja śi lubujom&quot;|gesta &quot;ja śi lubujom&quot;: swětła barwa kóže|Ja śi lubujom|ruka|swětła barwa kóže
	🤟🏼;gesta &quot;ja śi lubujom&quot;: srjejźnoswětła barwa kóže;gesta &quot;ja śi lubujom&quot;|gesta &quot;ja śi lubujom&quot;: srjejźnoswětła barwa kóže|Ja śi lubujom|ruka|srjejźnoswětła barwa kóže
	🤟🏽;gesta &quot;ja śi lubujom&quot;: wósrědna barwa kóže;gesta &quot;ja śi lubujom&quot;|gesta &quot;ja śi lubujom&quot;: wósrědna barwa kóže|Ja śi lubujom|ruka|wósrědna barwa kóže
	🤟🏾;gesta &quot;ja śi lubujom&quot;: srjejźnośamna barwa kóže;gesta &quot;ja śi lubujom&quot;|gesta &quot;ja śi lubujom&quot;: srjejźnośamna barwa kóže|Ja śi lubujom|ruka|srjejźnośamna barwa kóže
	🤟🏿;gesta &quot;ja śi lubujom&quot;: śamna barwa kóže;gesta &quot;ja śi lubujom&quot;|gesta &quot;ja śi lubujom&quot;: śamna barwa kóže|Ja śi lubujom|ruka|śamna barwa kóže
🤘;cartowe póstrowjenje;cart|cartowe póstrowjenje|kóšula|palce|rogi|ruka
	🤘🏻;cartowe póstrowjenje: swětła barwa kóže;cart|cartowe póstrowjenje|cartowe póstrowjenje: swětła barwa kóže|kóšula|palce|rogi|ruka|swětła barwa kóže
	🤘🏼;cartowe póstrowjenje: srjejźnoswětła barwa kóže;cart|cartowe póstrowjenje|cartowe póstrowjenje: srjejźnoswětła barwa kóže|kóšula|palce|rogi|ruka|srjejźnoswětła barwa kóže
	🤘🏽;cartowe póstrowjenje: wósrědna barwa kóže;cart|cartowe póstrowjenje|cartowe póstrowjenje: wósrědna barwa kóže|kóšula|palce|rogi|ruka|wósrědna barwa kóže
	🤘🏾;cartowe póstrowjenje: srjejźnośamna barwa kóže;cart|cartowe póstrowjenje|cartowe póstrowjenje: srjejźnośamna barwa kóže|kóšula|palce|rogi|ruka|srjejźnośamna barwa kóže
	🤘🏿;cartowe póstrowjenje: śamna barwa kóže;cart|cartowe póstrowjenje|cartowe póstrowjenje: śamna barwa kóže|kóšula|palce|rogi|ruka|śamna barwa kóže
🤙;gesta &quot;zawołaj na mnjo&quot;;gesta &quot;zawołaj na mnjo&quot;|ruka|zawołaś
	🤙🏻;gesta &quot;zawołaj na mnjo&quot;: swětła barwa kóže;gesta &quot;zawołaj na mnjo&quot;|gesta &quot;zawołaj na mnjo&quot;: swětła barwa kóže|ruka|swětła barwa kóže|zawołaś
	🤙🏼;gesta &quot;zawołaj na mnjo&quot;: srjejźnoswětła barwa kóže;gesta &quot;zawołaj na mnjo&quot;|gesta &quot;zawołaj na mnjo&quot;: srjejźnoswětła barwa kóže|ruka|srjejźnoswětła barwa kóže|zawołaś
	🤙🏽;gesta &quot;zawołaj na mnjo&quot;: wósrědna barwa kóže;gesta &quot;zawołaj na mnjo&quot;|gesta &quot;zawołaj na mnjo&quot;: wósrědna barwa kóže|ruka|wósrědna barwa kóže|zawołaś
	🤙🏾;gesta &quot;zawołaj na mnjo&quot;: srjejźnośamna barwa kóže;gesta &quot;zawołaj na mnjo&quot;|gesta &quot;zawołaj na mnjo&quot;: srjejźnośamna barwa kóže|ruka|srjejźnośamna barwa kóže|zawołaś
	🤙🏿;gesta &quot;zawołaj na mnjo&quot;: śamna barwa kóže;gesta &quot;zawołaj na mnjo&quot;|gesta &quot;zawołaj na mnjo&quot;: śamna barwa kóže|ruka|śamna barwa kóže|zawołaś
👈;nalěwo pokazujucy drugi palc;lěwy|nalěwo pokazujucy drugi palc|palc|wjerch ruki
	👈🏻;nalěwo pokazujucy drugi palc: swětła barwa kóže;lěwy|nalěwo pokazujucy drugi palc|nalěwo pokazujucy drugi palc: swětła barwa kóže|palc|swětła barwa kóže|wjerch ruki
	👈🏼;nalěwo pokazujucy drugi palc: srjejźnoswětła barwa kóže;lěwy|nalěwo pokazujucy drugi palc|nalěwo pokazujucy drugi palc: srjejźnoswětła barwa kóže|palc|srjejźnoswětła barwa kóže|wjerch ruki
	👈🏽;nalěwo pokazujucy drugi palc: wósrědna barwa kóže;lěwy|nalěwo pokazujucy drugi palc|nalěwo pokazujucy drugi palc: wósrědna barwa kóže|palc|wjerch ruki|wósrědna barwa kóže
	👈🏾;nalěwo pokazujucy drugi palc: srjejźnośamna barwa kóže;lěwy|nalěwo pokazujucy drugi palc|nalěwo pokazujucy drugi palc: srjejźnośamna barwa kóže|palc|srjejźnośamna barwa kóže|wjerch ruki
	👈🏿;nalěwo pokazujucy drugi palc: śamna barwa kóže;lěwy|nalěwo pokazujucy drugi palc|nalěwo pokazujucy drugi palc: śamna barwa kóže|palc|śamna barwa kóže|wjerch ruki
👉;napšawo pokazujucy drugii palc;napšawo pokazujucy drugi palc|napšawo pokazujucy drugii palc|palce|pšawy|slězny bok ruki
	👉🏻;napšawo pokazujucy drugii palc: swětła barwa kóže;napšawo pokazujucy drugi palc|napšawo pokazujucy drugii palc|napšawo pokazujucy drugii palc: swětła barwa kóže|palce|pšawy|slězny bok ruki|swětła barwa kóže
	👉🏼;napšawo pokazujucy drugii palc: srjejźnoswětła barwa kóže;napšawo pokazujucy drugi palc|napšawo pokazujucy drugii palc|napšawo pokazujucy drugii palc: srjejźnoswětła barwa kóže|palce|pšawy|slězny bok ruki|srjejźnoswětła barwa kóže
	👉🏽;napšawo pokazujucy drugii palc: wósrědna barwa kóže;napšawo pokazujucy drugi palc|napšawo pokazujucy drugii palc|napšawo pokazujucy drugii palc: wósrědna barwa kóže|palce|pšawy|slězny bok ruki|wósrědna barwa kóže
	👉🏾;napšawo pokazujucy drugii palc: srjejźnośamna barwa kóže;napšawo pokazujucy drugi palc|napšawo pokazujucy drugii palc|napšawo pokazujucy drugii palc: srjejźnośamna barwa kóže|palce|pšawy|slězny bok ruki|srjejźnośamna barwa kóže
	👉🏿;napšawo pokazujucy drugii palc: śamna barwa kóže;napšawo pokazujucy drugi palc|napšawo pokazujucy drugii palc|napšawo pokazujucy drugii palc: śamna barwa kóže|palce|pšawy|śamna barwa kóže|slězny bok ruki
👆;górjej pokazujucy drugi palc wót slědka;górjej|górjej pokazujucy drugi palc wót slědka|palc|slězny bok ruki
	👆🏻;górjej pokazujucy drugi palc wót slědka: swětła barwa kóže;górjej|górjej pokazujucy drugi palc wót slědka|górjej pokazujucy drugi palc wót slědka: swětła barwa kóže|palc|slězny bok ruki|swětła barwa kóže
	👆🏼;górjej pokazujucy drugi palc wót slědka: srjejźnoswětła barwa kóže;górjej|górjej pokazujucy drugi palc wót slědka|górjej pokazujucy drugi palc wót slědka: srjejźnoswětła barwa kóže|palc|slězny bok ruki|srjejźnoswětła barwa kóže
	👆🏽;górjej pokazujucy drugi palc wót slědka: wósrědna barwa kóže;górjej|górjej pokazujucy drugi palc wót slědka|górjej pokazujucy drugi palc wót slědka: wósrědna barwa kóže|palc|slězny bok ruki|wósrědna barwa kóže
	👆🏾;górjej pokazujucy drugi palc wót slědka: srjejźnośamna barwa kóže;górjej|górjej pokazujucy drugi palc wót slědka|górjej pokazujucy drugi palc wót slědka: srjejźnośamna barwa kóže|palc|slězny bok ruki|srjejźnośamna barwa kóže
	👆🏿;górjej pokazujucy drugi palc wót slědka: śamna barwa kóže;górjej|górjej pokazujucy drugi palc wót slědka|górjej pokazujucy drugi palc wót slědka: śamna barwa kóže|palc|śamna barwa kóže|slězny bok ruki
🖕;wósrědny palc;palc|ruka|wósrědny palc
	🖕🏻;wósrědny palc: swětła barwa kóže;palc|ruka|swětła barwa kóže|wósrědny palc|wósrědny palc: swětła barwa kóže
	🖕🏼;wósrědny palc: srjejźnoswětła barwa kóže;palc|ruka|srjejźnoswětła barwa kóže|wósrědny palc|wósrědny palc: srjejźnoswětła barwa kóže
	🖕🏽;wósrědny palc: wósrědna barwa kóže;palc|ruka|wósrědna barwa kóže|wósrědny palc|wósrědny palc: wósrědna barwa kóže
	🖕🏾;wósrědny palc: srjejźnośamna barwa kóže;palc|ruka|srjejźnośamna barwa kóže|wósrědny palc|wósrědny palc: srjejźnośamna barwa kóže
	🖕🏿;wósrědny palc: śamna barwa kóže;palc|ruka|śamna barwa kóže|wósrědny palc|wósrědny palc: śamna barwa kóže
👇;dołoj pokazujucy drugi palc;dołoj|dołoj pokazujucy drugi palc|palc|slězny bok ruki
	👇🏻;dołoj pokazujucy drugi palc: swětła barwa kóže;dołoj|dołoj pokazujucy drugi palc|dołoj pokazujucy drugi palc: swětła barwa kóže|palc|slězny bok ruki|swětła barwa kóže
	👇🏼;dołoj pokazujucy drugi palc: srjejźnoswětła barwa kóže;dołoj|dołoj pokazujucy drugi palc|dołoj pokazujucy drugi palc: srjejźnoswětła barwa kóže|palc|slězny bok ruki|srjejźnoswětła barwa kóže
	👇🏽;dołoj pokazujucy drugi palc: wósrědna barwa kóže;dołoj|dołoj pokazujucy drugi palc|dołoj pokazujucy drugi palc: wósrědna barwa kóže|palc|slězny bok ruki|wósrědna barwa kóže
	👇🏾;dołoj pokazujucy drugi palc: srjejźnośamna barwa kóže;dołoj|dołoj pokazujucy drugi palc|dołoj pokazujucy drugi palc: srjejźnośamna barwa kóže|palc|slězny bok ruki|srjejźnośamna barwa kóže
	👇🏿;dołoj pokazujucy drugi palc: śamna barwa kóže;dołoj|dołoj pokazujucy drugi palc|dołoj pokazujucy drugi palc: śamna barwa kóže|palc|śamna barwa kóže|slězny bok ruki
☝️;górjej pokazujucy drugi palc wót prědka;drugi palc|górjej|górjej pokazujucy drugi palc wót prědka|górjej pokazujucy drugi plac wót prědka|palc|prědkowny bok ruki|ruka
	☝🏻;górjej pokazujucy drugi palc wót prědka: swětła barwa kóže;drugi palc|górjej|górjej pokazujucy drugi palc wót prědka|górjej pokazujucy drugi palc wót prědka: swětła barwa kóže|górjej pokazujucy drugi plac wót prědka|palc|prědkowny bok ruki|ruka|swětła barwa kóže
	☝🏼;górjej pokazujucy drugi palc wót prědka: srjejźnoswětła barwa kóže;drugi palc|górjej|górjej pokazujucy drugi palc wót prědka|górjej pokazujucy drugi palc wót prědka: srjejźnoswětła barwa kóže|górjej pokazujucy drugi plac wót prědka|palc|prědkowny bok ruki|ruka|srjejźnoswětła barwa kóže
	☝🏽;górjej pokazujucy drugi palc wót prědka: wósrědna barwa kóže;drugi palc|górjej|górjej pokazujucy drugi palc wót prědka|górjej pokazujucy drugi palc wót prědka: wósrědna barwa kóže|górjej pokazujucy drugi plac wót prědka|palc|prědkowny bok ruki|ruka|wósrědna barwa kóže
	☝🏾;górjej pokazujucy drugi palc wót prědka: srjejźnośamna barwa kóže;drugi palc|górjej|górjej pokazujucy drugi palc wót prědka|górjej pokazujucy drugi palc wót prědka: srjejźnośamna barwa kóže|górjej pokazujucy drugi plac wót prědka|palc|prědkowny bok ruki|ruka|srjejźnośamna barwa kóže
	☝🏿;górjej pokazujucy drugi palc wót prědka: śamna barwa kóže;drugi palc|górjej|górjej pokazujucy drugi palc wót prědka|górjej pokazujucy drugi palc wót prědka: śamna barwa kóže|górjej pokazujucy drugi plac wót prědka|palc|prědkowny bok ruki|ruka|śamna barwa kóže
🫵;pokazowaŕ, wusměrjony na glědajucego;dypk|pokazowaŕ|pokazowaŕ, wusměrjony na glědajucego|ty|wusměrjony na glědajucego
	🫵🏻;pokazowaŕ, wusměrjony na glědajucego: swětła barwa kóže;dypk|pokazowaŕ|pokazowaŕ, wusměrjony na glědajucego|pokazowaŕ, wusměrjony na glědajucego: swětła barwa kóže|swětła barwa kóže|ty|wusměrjony na glědajucego
	🫵🏼;pokazowaŕ, wusměrjony na glědajucego: srjejźnoswětła barwa kóže;dypk|pokazowaŕ|pokazowaŕ, wusměrjony na glědajucego|pokazowaŕ, wusměrjony na glědajucego: srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|ty|wusměrjony na glědajucego
	🫵🏽;pokazowaŕ, wusměrjony na glědajucego: wósrědna barwa kóže;dypk|pokazowaŕ|pokazowaŕ, wusměrjony na glědajucego|pokazowaŕ, wusměrjony na glědajucego: wósrědna barwa kóže|ty|wósrědna barwa kóže|wusměrjony na glědajucego
	🫵🏾;pokazowaŕ, wusměrjony na glědajucego: srjejźnośamna barwa kóže;dypk|pokazowaŕ|pokazowaŕ, wusměrjony na glědajucego|pokazowaŕ, wusměrjony na glědajucego: srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|ty|wusměrjony na glědajucego
	🫵🏿;pokazowaŕ, wusměrjony na glědajucego: śamna barwa kóže;dypk|pokazowaŕ|pokazowaŕ, wusměrjony na glědajucego|pokazowaŕ, wusměrjony na glědajucego: śamna barwa kóže|śamna barwa kóže|ty|wusměrjony na glědajucego
