[smileys_emotion]
😀;fuska mai murmushin baki har kunne;fuska mai murmushin baki har kunne|murmushi|uska
	🫸🏾;hannu yana turawa dama: launin fata mai madaidaicin duhu;hannu yana turawa dama|hannu yana turawa dama: launin fata mai madaidaicin duhu|jira|ƙi|launin fata mai madaidaicin duhu|tafawa|tsaya|tura|zuwa
	🫸🏿;hannu yana turawa dama: launin fata mai duhu;hannu yana turawa dama|hannu yana turawa dama: launin fata mai duhu|jira|ƙi|launin fata mai duhu|tafawa|tsaya|tura|zuwa
👌;hannun TO;hannu|hannun TO|TO
	👌🏻;hannun TO: launin fata mai haske;hannu|hannun TO|hannun TO: launin fata mai haske|launin fata mai haske|TO
	👌🏼;hannun TO: launin fata mai madaidaicin haske;hannu|hannun TO|hannun TO: launin fata mai madaidaicin haske|launin fata mai madaidaicin haske|TO
	👌🏽;hannun TO: madaidaicin launin fata;hannu|hannun TO|hannun TO: madaidaicin launin fata|madaidaicin launin fata|TO
	👌🏾;hannun TO: launin fata mai madaidaicin duhu;hannu|hannun TO|hannun TO: launin fata mai madaidaicin duhu|launin fata mai madaidaicin duhu|TO
	👌🏿;hannun TO: launin fata mai duhu;hannu|hannun TO|hannun TO: launin fata mai duhu|launin fata mai duhu|TO
🤌;tsuke yatsu;an finciko|baʼa|motsin hannu|tambaya|tsuke yatsu|yatsu
	🤌🏻;tsuke yatsu: launin fata mai haske;an finciko|baʼa|launin fata mai haske|motsin hannu|tambaya|tsuke yatsu|tsuke yatsu: launin fata mai haske|yatsu
	🤌🏼;tsuke yatsu: launin fata mai madaidaicin haske;an finciko|baʼa|launin fata mai madaidaicin haske|motsin hannu|tambaya|tsuke yatsu|tsuke yatsu: launin fata mai madaidaicin haske|yatsu
	🤌🏽;tsuke yatsu: madaidaicin launin fata;an finciko|baʼa|madaidaicin launin fata|motsin hannu|tambaya|tsuke yatsu|tsuke yatsu: madaidaicin launin fata|yatsu
	🤌🏾;tsuke yatsu: launin fata mai madaidaicin duhu;an finciko|baʼa|launin fata mai madaidaicin duhu|motsin hannu|tambaya|tsuke yatsu|tsuke yatsu: launin fata mai madaidaicin duhu|yatsu
	🤌🏿;tsuke yatsu: launin fata mai duhu;an finciko|baʼa|launin fata mai duhu|motsin hannu|tambaya|tsuke yatsu|tsuke yatsu: launin fata mai duhu|yatsu
🤏;tsuke yatsu biyu;kaɗan|tsuke yatsu biyu
	🤏🏻;tsuke yatsu biyu: launin fata mai haske;kaɗan|launin fata mai haske|tsuke yatsu biyu|tsuke yatsu biyu: launin fata mai haske
	🤏🏼;tsuke yatsu biyu: launin fata mai madaidaicin haske;kaɗan|launin fata mai madaidaicin haske|tsuke yatsu biyu|tsuke yatsu biyu: launin fata mai madaidaicin haske
	🤏🏽;tsuke yatsu biyu: madaidaicin launin fata;kaɗan|madaidaicin launin fata|tsuke yatsu biyu|tsuke yatsu biyu: madaidaicin launin fata
	🤏🏾;tsuke yatsu biyu: launin fata mai madaidaicin duhu;kaɗan|launin fata mai madaidaicin duhu|tsuke yatsu biyu|tsuke yatsu biyu: launin fata mai madaidaicin duhu
	🤏🏿;tsuke yatsu biyu: launin fata mai duhu;kaɗan|launin fata mai duhu|tsuke yatsu biyu|tsuke yatsu biyu: launin fata mai duhu
✌️;hannun nasara;hannu|hannun nasara|nasara|v
	✌🏻;hannun nasara: launin fata mai haske;hannu|hannun nasara|hannun nasara: launin fata mai haske|launin fata mai haske|nasara|v
	✌🏼;hannun nasara: launin fata mai madaidaicin haske;hannu|hannun nasara|hannun nasara: launin fata mai madaidaicin haske|launin fata mai madaidaicin haske|nasara|v
	✌🏽;hannun nasara: madaidaicin launin fata;hannu|hannun nasara|hannun nasara: madaidaicin launin fata|madaidaicin launin fata|nasara|v
	✌🏾;hannun nasara: launin fata mai madaidaicin duhu;hannu|hannun nasara|hannun nasara: launin fata mai madaidaicin duhu|launin fata mai madaidaicin duhu|nasara|v
	✌🏿;hannun nasara: launin fata mai duhu;hannu|hannun nasara|hannun nasara: launin fata mai duhu|launin fata mai duhu|nasara|v
🤞;haɗaɗɗun yatsu;haɗa|haɗaɗɗun yatsu|hannu|sa’a|yatsa
	🤞🏻;haɗaɗɗun yatsu: launin fata mai haske;haɗa|haɗaɗɗun yatsu|haɗaɗɗun yatsu: launin fata mai haske|hannu|launin fata mai haske|sa’a|yatsa
	🤞🏼;haɗaɗɗun yatsu: launin fata mai madaidaicin haske;haɗa|haɗaɗɗun yatsu|haɗaɗɗun yatsu: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|sa’a|yatsa
	🤞🏽;haɗaɗɗun yatsu: madaidaicin launin fata;haɗa|haɗaɗɗun yatsu|haɗaɗɗun yatsu: madaidaicin launin fata|hannu|madaidaicin launin fata|sa’a|yatsa
	🤞🏾;haɗaɗɗun yatsu: launin fata mai madaidaicin duhu;haɗa|haɗaɗɗun yatsu|haɗaɗɗun yatsu: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|sa’a|yatsa
	🤞🏿;haɗaɗɗun yatsu: launin fata mai duhu;haɗa|haɗaɗɗun yatsu|haɗaɗɗun yatsu: launin fata mai duhu|hannu|launin fata mai duhu|sa’a|yatsa
🫰;hannu da yatsa da babban yatsa a kewaye;hannu da yatsa da babban yatsa a kewaye|karye|kuɗi|soyayya|tsada|zuciya
	🫰🏻;hannu da yatsa da babban yatsa a kewaye: launin fata mai haske;hannu da yatsa da babban yatsa a kewaye|hannu da yatsa da babban yatsa a kewaye: launin fata mai haske|karye|kuɗi|launin fata mai haske|soyayya|tsada|zuciya
	🫰🏼;hannu da yatsa da babban yatsa a kewaye: launin fata mai madaidaicin haske;hannu da yatsa da babban yatsa a kewaye|hannu da yatsa da babban yatsa a kewaye: launin fata mai madaidaicin haske|karye|kuɗi|launin fata mai madaidaicin haske|soyayya|tsada|zuciya
	🫰🏽;hannu da yatsa da babban yatsa a kewaye: madaidaicin launin fata;hannu da yatsa da babban yatsa a kewaye|hannu da yatsa da babban yatsa a kewaye: madaidaicin launin fata|karye|kuɗi|madaidaicin launin fata|soyayya|tsada|zuciya
	🫰🏾;hannu da yatsa da babban yatsa a kewaye: launin fata mai madaidaicin duhu;hannu da yatsa da babban yatsa a kewaye|hannu da yatsa da babban yatsa a kewaye: launin fata mai madaidaicin duhu|karye|kuɗi|launin fata mai madaidaicin duhu|soyayya|tsada|zuciya
	🫰🏿;hannu da yatsa da babban yatsa a kewaye: launin fata mai duhu;hannu da yatsa da babban yatsa a kewaye|hannu da yatsa da babban yatsa a kewaye: launin fata mai duhu|karye|kuɗi|launin fata mai duhu|soyayya|tsada|zuciya
🤟;nunin soyayya;hannu|ILY|nunin soyayya
	🤟🏻;nunin soyayya: launin fata mai haske;hannu|ILY|launin fata mai haske|nunin soyayya|nunin soyayya: launin fata mai haske
	🤟🏼;nunin soyayya: launin fata mai madaidaicin haske;hannu|ILY|launin fata mai madaidaicin haske|nunin soyayya|nunin soyayya: launin fata mai madaidaicin haske
	🤟🏽;nunin soyayya: madaidaicin launin fata;hannu|ILY|madaidaicin launin fata|nunin soyayya|nunin soyayya: madaidaicin launin fata
	🤟🏾;nunin soyayya: launin fata mai madaidaicin duhu;hannu|ILY|launin fata mai madaidaicin duhu|nunin soyayya|nunin soyayya: launin fata mai madaidaicin duhu
	🤟🏿;nunin soyayya: launin fata mai duhu;hannu|ILY|launin fata mai duhu|nunin soyayya|nunin soyayya: launin fata mai duhu
🤘;alamar ƙaho;alamar ƙaho|hannu|ƙaho|moriya|yatsa
	🤘🏻;alamar ƙaho: launin fata mai haske;alamar ƙaho|alamar ƙaho: launin fata mai haske|hannu|ƙaho|launin fata mai haske|moriya|yatsa
	🤘🏼;alamar ƙaho: launin fata mai madaidaicin haske;alamar ƙaho|alamar ƙaho: launin fata mai madaidaicin haske|hannu|ƙaho|launin fata mai madaidaicin haske|moriya|yatsa
	🤘🏽;alamar ƙaho: madaidaicin launin fata;alamar ƙaho|alamar ƙaho: madaidaicin launin fata|hannu|ƙaho|madaidaicin launin fata|moriya|yatsa
	🤘🏾;alamar ƙaho: launin fata mai madaidaicin duhu;alamar ƙaho|alamar ƙaho: launin fata mai madaidaicin duhu|hannu|ƙaho|launin fata mai madaidaicin duhu|moriya|yatsa
	🤘🏿;alamar ƙaho: launin fata mai duhu;alamar ƙaho|alamar ƙaho: launin fata mai duhu|hannu|ƙaho|launin fata mai duhu|moriya|yatsa
🤙;hannun kira ni;hannu|hannun kira ni|kira
	🤙🏻;hannun kira ni: launin fata mai haske;hannu|hannun kira ni|hannun kira ni: launin fata mai haske|kira|launin fata mai haske
	🤙🏼;hannun kira ni: launin fata mai madaidaicin haske;hannu|hannun kira ni|hannun kira ni: launin fata mai madaidaicin haske|kira|launin fata mai madaidaicin haske
	🤙🏽;hannun kira ni: madaidaicin launin fata;hannu|hannun kira ni|hannun kira ni: madaidaicin launin fata|kira|madaidaicin launin fata
	🤙🏾;hannun kira ni: launin fata mai madaidaicin duhu;hannu|hannun kira ni|hannun kira ni: launin fata mai madaidaicin duhu|kira|launin fata mai madaidaicin duhu
	🤙🏿;hannun kira ni: launin fata mai duhu;hannu|hannun kira ni|hannun kira ni: launin fata mai duhu|kira|launin fata mai duhu
👈;ɗan ali na baya mai nunawa hagu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa hagu|hannu|nuna|yatsa
	👈🏻;ɗan ali na baya mai nunawa hagu: launin fata mai haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa hagu|ɗan ali na baya mai nunawa hagu: launin fata mai haske|hannu|launin fata mai haske|nuna|yatsa
	👈🏼;ɗan ali na baya mai nunawa hagu: launin fata mai madaidaicin haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa hagu|ɗan ali na baya mai nunawa hagu: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|nuna|yatsa
	👈🏽;ɗan ali na baya mai nunawa hagu: madaidaicin launin fata;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa hagu|ɗan ali na baya mai nunawa hagu: madaidaicin launin fata|hannu|madaidaicin launin fata|nuna|yatsa
	👈🏾;ɗan ali na baya mai nunawa hagu: launin fata mai madaidaicin duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa hagu|ɗan ali na baya mai nunawa hagu: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|nuna|yatsa
	👈🏿;ɗan ali na baya mai nunawa hagu: launin fata mai duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa hagu|ɗan ali na baya mai nunawa hagu: launin fata mai duhu|hannu|launin fata mai duhu|nuna|yatsa
👉;ɗan ali na baya mai nunawa dama;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa dama|hannu|nuna|yatsa
	👉🏻;ɗan ali na baya mai nunawa dama: launin fata mai haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa dama|ɗan ali na baya mai nunawa dama: launin fata mai haske|hannu|launin fata mai haske|nuna|yatsa
	👉🏼;ɗan ali na baya mai nunawa dama: launin fata mai madaidaicin haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa dama|ɗan ali na baya mai nunawa dama: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|nuna|yatsa
	👉🏽;ɗan ali na baya mai nunawa dama: madaidaicin launin fata;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa dama|ɗan ali na baya mai nunawa dama: madaidaicin launin fata|hannu|madaidaicin launin fata|nuna|yatsa
	👉🏾;ɗan ali na baya mai nunawa dama: launin fata mai madaidaicin duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa dama|ɗan ali na baya mai nunawa dama: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|nuna|yatsa
	👉🏿;ɗan ali na baya mai nunawa dama: launin fata mai duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa dama|ɗan ali na baya mai nunawa dama: launin fata mai duhu|hannu|launin fata mai duhu|nuna|yatsa
👆;ɗan ali na baya mai nunawa sama;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa sama|hannu|nuna|sama|yatsa
	👆🏻;ɗan ali na baya mai nunawa sama: launin fata mai haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa sama|ɗan ali na baya mai nunawa sama: launin fata mai haske|hannu|launin fata mai haske|nuna|sama|yatsa
	👆🏼;ɗan ali na baya mai nunawa sama: launin fata mai madaidaicin haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa sama|ɗan ali na baya mai nunawa sama: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|nuna|sama|yatsa
	👆🏽;ɗan ali na baya mai nunawa sama: madaidaicin launin fata;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa sama|ɗan ali na baya mai nunawa sama: madaidaicin launin fata|hannu|madaidaicin launin fata|nuna|sama|yatsa
	👆🏾;ɗan ali na baya mai nunawa sama: launin fata mai madaidaicin duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa sama|ɗan ali na baya mai nunawa sama: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|nuna|sama|yatsa
	👆🏿;ɗan ali na baya mai nunawa sama: launin fata mai duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa sama|ɗan ali na baya mai nunawa sama: launin fata mai duhu|hannu|launin fata mai duhu|nuna|sama|yatsa
🖕;ɗan yatsan tsakiya;ɗan yatsan tsakiya|hannu|yatsa
	🖕🏻;ɗan yatsan tsakiya: launin fata mai haske;ɗan yatsan tsakiya|ɗan yatsan tsakiya: launin fata mai haske|hannu|launin fata mai haske|yatsa
	🖕🏼;ɗan yatsan tsakiya: launin fata mai madaidaicin haske;ɗan yatsan tsakiya|ɗan yatsan tsakiya: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|yatsa
	🖕🏽;ɗan yatsan tsakiya: madaidaicin launin fata;ɗan yatsan tsakiya|ɗan yatsan tsakiya: madaidaicin launin fata|hannu|madaidaicin launin fata|yatsa
	🖕🏾;ɗan yatsan tsakiya: launin fata mai madaidaicin duhu;ɗan yatsan tsakiya|ɗan yatsan tsakiya: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|yatsa
	🖕🏿;ɗan yatsan tsakiya: launin fata mai duhu;ɗan yatsan tsakiya|ɗan yatsan tsakiya: launin fata mai duhu|hannu|launin fata mai duhu|yatsa
👇;ɗan ali na baya mai nunawa ƙasa;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa ƙasa|hannu|ƙasa|nuna|yatsa
	👇🏻;ɗan ali na baya mai nunawa ƙasa: launin fata mai haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa ƙasa|ɗan ali na baya mai nunawa ƙasa: launin fata mai haske|hannu|ƙasa|launin fata mai haske|nuna|yatsa
	👇🏼;ɗan ali na baya mai nunawa ƙasa: launin fata mai madaidaicin haske;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa ƙasa|ɗan ali na baya mai nunawa ƙasa: launin fata mai madaidaicin haske|hannu|ƙasa|launin fata mai madaidaicin haske|nuna|yatsa
	👇🏽;ɗan ali na baya mai nunawa ƙasa: madaidaicin launin fata;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa ƙasa|ɗan ali na baya mai nunawa ƙasa: madaidaicin launin fata|hannu|ƙasa|madaidaicin launin fata|nuna|yatsa
	👇🏾;ɗan ali na baya mai nunawa ƙasa: launin fata mai madaidaicin duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa ƙasa|ɗan ali na baya mai nunawa ƙasa: launin fata mai madaidaicin duhu|hannu|ƙasa|launin fata mai madaidaicin duhu|nuna|yatsa
	👇🏿;ɗan ali na baya mai nunawa ƙasa: launin fata mai duhu;bayan hannu|ɗan ali|ɗan ali na baya mai nunawa ƙasa|ɗan ali na baya mai nunawa ƙasa: launin fata mai duhu|hannu|ƙasa|launin fata mai duhu|nuna|yatsa
☝️;ɗan ali mai nunawa sama;ɗan ali|ɗan ali mai nunawa sama|hannu|nuna|sama|yatsa
	☝🏻;ɗan ali mai nunawa sama: launin fata mai haske;ɗan ali|ɗan ali mai nunawa sama|ɗan ali mai nunawa sama: launin fata mai haske|hannu|launin fata mai haske|nuna|sama|yatsa
	☝🏼;ɗan ali mai nunawa sama: launin fata mai madaidaicin haske;ɗan ali|ɗan ali mai nunawa sama|ɗan ali mai nunawa sama: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|nuna|sama|yatsa
	☝🏽;ɗan ali mai nunawa sama: madaidaicin launin fata;ɗan ali|ɗan ali mai nunawa sama|ɗan ali mai nunawa sama: madaidaicin launin fata|hannu|madaidaicin launin fata|nuna|sama|yatsa
	☝🏾;ɗan ali mai nunawa sama: launin fata mai madaidaicin duhu;ɗan ali|ɗan ali mai nunawa sama|ɗan ali mai nunawa sama: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|nuna|sama|yatsa
	☝🏿;ɗan ali mai nunawa sama: launin fata mai duhu;ɗan ali|ɗan ali mai nunawa sama|ɗan ali mai nunawa sama: launin fata mai duhu|hannu|launin fata mai duhu|nuna|sama|yatsa
🫵;yatsa yana nuna mai kallo;ka|nuna|yatsa yana nuna mai kallo
	🫵🏻;yatsa yana nuna mai kallo: launin fata mai haske;ka|launin fata mai haske|nuna|yatsa yana nuna mai kallo|yatsa yana nuna mai kallo: launin fata mai haske
	🫵🏼;yatsa yana nuna mai kallo: launin fata mai madaidaicin haske;ka|launin fata mai madaidaicin haske|nuna|yatsa yana nuna mai kallo|yatsa yana nuna mai kallo: launin fata mai madaidaicin haske
	🫵🏽;yatsa yana nuna mai kallo: madaidaicin launin fata;ka|madaidaicin launin fata|nuna|yatsa yana nuna mai kallo|yatsa yana nuna mai kallo: madaidaicin launin fata
	🫵🏾;yatsa yana nuna mai kallo: launin fata mai madaidaicin duhu;ka|launin fata mai madaidaicin duhu|nuna|yatsa yana nuna mai kallo|yatsa yana nuna mai kallo: launin fata mai madaidaicin duhu
	🫵🏿;yatsa yana nuna mai kallo: launin fata mai duhu;ka|launin fata mai duhu|nuna|yatsa yana nuna mai kallo|yatsa yana nuna mai kallo: launin fata mai duhu
👍;da kyau;+1|babban yatsa|da kyau|hannu|sama
	👍🏻;da kyau: launin fata mai haske;+1|babban yatsa|da kyau|da kyau: launin fata mai haske|hannu|launin fata mai haske|sama
	👍🏼;da kyau: launin fata mai madaidaicin haske;+1|babban yatsa|da kyau|da kyau: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|sama
	👍🏽;da kyau: madaidaicin launin fata;+1|babban yatsa|da kyau|da kyau: madaidaicin launin fata|hannu|madaidaicin launin fata|sama
	👍🏾;da kyau: launin fata mai madaidaicin duhu;+1|babban yatsa|da kyau|da kyau: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|sama
	👍🏿;da kyau: launin fata mai duhu;+1|babban yatsa|da kyau|da kyau: launin fata mai duhu|hannu|launin fata mai duhu|sama
👎;babu kyau;-1|babban yatsa|babu kyau|hannu|ƙasa
	👎🏻;babu kyau: launin fata mai haske;-1|babban yatsa|babu kyau|babu kyau: launin fata mai haske|hannu|ƙasa|launin fata mai haske
	👎🏼;babu kyau: launin fata mai madaidaicin haske;-1|babban yatsa|babu kyau|babu kyau: launin fata mai madaidaicin haske|hannu|ƙasa|launin fata mai madaidaicin haske
	👎🏽;babu kyau: madaidaicin launin fata;-1|babban yatsa|babu kyau|babu kyau: madaidaicin launin fata|hannu|ƙasa|madaidaicin launin fata
	👎🏾;babu kyau: launin fata mai madaidaicin duhu;-1|babban yatsa|babu kyau|babu kyau: launin fata mai madaidaicin duhu|hannu|ƙasa|launin fata mai madaidaicin duhu
	👎🏿;babu kyau: launin fata mai duhu;-1|babban yatsa|babu kyau|babu kyau: launin fata mai duhu|hannu|ƙasa|launin fata mai duhu
✊;ɗagaggen dunƙulen hannu;dunƙulalle|dunƙulen hannu|ɗagaggen dunƙulen hannu|hannu|naushi
	✊🏻;ɗagaggen dunƙulen hannu: launin fata mai haske;dunƙulalle|dunƙulen hannu|ɗagaggen dunƙulen hannu|ɗagaggen dunƙulen hannu: launin fata mai haske|hannu|launin fata mai haske|naushi
	✊🏼;ɗagaggen dunƙulen hannu: launin fata mai madaidaicin haske;dunƙulalle|dunƙulen hannu|ɗagaggen dunƙulen hannu|ɗagaggen dunƙulen hannu: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|naushi
	✊🏽;ɗagaggen dunƙulen hannu: madaidaicin launin fata;dunƙulalle|dunƙulen hannu|ɗagaggen dunƙulen hannu|ɗagaggen dunƙulen hannu: madaidaicin launin fata|hannu|madaidaicin launin fata|naushi
	✊🏾;ɗagaggen dunƙulen hannu: launin fata mai madaidaicin duhu;dunƙulalle|dunƙulen hannu|ɗagaggen dunƙulen hannu|ɗagaggen dunƙulen hannu: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|naushi
	✊🏿;ɗagaggen dunƙulen hannu: launin fata mai duhu;dunƙulalle|dunƙulen hannu|ɗagaggen dunƙulen hannu|ɗagaggen dunƙulen hannu: launin fata mai duhu|hannu|launin fata mai duhu|naushi
👊;dunƙulen hannu mai zuwa;dunƙulalle|dunƙulen hannu|dunƙulen hannu mai zuwa|hannu|naushi
	👊🏻;dunƙulen hannu mai zuwa: launin fata mai haske;dunƙulalle|dunƙulen hannu|dunƙulen hannu mai zuwa|dunƙulen hannu mai zuwa: launin fata mai haske|hannu|launin fata mai haske|naushi
	👊🏼;dunƙulen hannu mai zuwa: launin fata mai madaidaicin haske;dunƙulalle|dunƙulen hannu|dunƙulen hannu mai zuwa|dunƙulen hannu mai zuwa: launin fata mai madaidaicin haske|hannu|launin fata mai madaidaicin haske|naushi
	👊🏽;dunƙulen hannu mai zuwa: madaidaicin launin fata;dunƙulalle|dunƙulen hannu|dunƙulen hannu mai zuwa|dunƙulen hannu mai zuwa: madaidaicin launin fata|hannu|madaidaicin launin fata|naushi
	👊🏾;dunƙulen hannu mai zuwa: launin fata mai madaidaicin duhu;dunƙulalle|dunƙulen hannu|dunƙulen hannu mai zuwa|dunƙulen hannu mai zuwa: launin fata mai madaidaicin duhu|hannu|launin fata mai madaidaicin duhu|naushi
	👊🏿;dunƙulen hannu mai zuwa: launin fata mai duhu;dunƙulalle|dunƙulen hannu|dunƙulen hannu mai zuwa|dunƙulen hannu mai zuwa: launin fata mai duhu|hannu|launin fata mai duhu|naushi
🤛;dunƙulen hannu mai fuskanta hagu;dunƙulen hannu|dunƙulen hannu mai fuskanta hagu|ta hannun hagu
	🤛🏻;dunƙulen hannu mai fuskanta hagu: launin fata mai haske;dunƙulen hannu|dunƙulen hannu mai fuskanta hagu|dunƙulen hannu mai fuskanta hagu: launin fata mai haske|launin fata mai haske|ta hannun hagu
	🤛🏼;dunƙulen hannu mai fuskanta hagu: launin fata mai madaidaicin haske;dunƙulen hannu|dunƙulen hannu mai fuskanta hagu|dunƙulen hannu mai fuskanta hagu: launin fata mai madaidaicin haske|launin fata mai madaidaicin haske|ta hannun hagu
	🤛🏽;dunƙulen hannu mai fuskanta hagu: madaidaicin launin fata;dunƙulen hannu|dunƙulen hannu mai fuskanta hagu|dunƙulen hannu mai fuskanta hagu: madaidaicin launin fata|madaidaicin launin fata|ta hannun hagu
	🤛🏾;dunƙulen hannu mai fuskanta hagu: launin fata mai madaidaicin duhu;dunƙulen hannu|dunƙulen hannu mai fuskanta hagu|dunƙulen hannu mai fuskanta hagu: launin fata mai madaidaicin duhu|launin fata mai madaidaicin duhu|ta hannun hagu
