[smileys_emotion]
😀;grinende ansigt;glad|grinende ansigt|smilende ansigt|smiley
	👈🏻;peger mod venstre: lys teint;finger|finger peger til venstre|lys teint|pegefinger|peger mod venstre|peger mod venstre: lys teint|peger til venstre
	👈🏼;peger mod venstre: medium til lys teint;finger|finger peger til venstre|medium til lys teint|pegefinger|peger mod venstre|peger mod venstre: medium til lys teint|peger til venstre
	👈🏽;peger mod venstre: medium teint;finger|finger peger til venstre|medium teint|pegefinger|peger mod venstre|peger mod venstre: medium teint|peger til venstre
	👈🏾;peger mod venstre: medium til mørk teint;finger|finger peger til venstre|medium til mørk teint|pegefinger|peger mod venstre|peger mod venstre: medium til mørk teint|peger til venstre
	👈🏿;peger mod venstre: mørk teint;finger|finger peger til venstre|mørk teint|pegefinger|peger mod venstre|peger mod venstre: mørk teint|peger til venstre
👉;peger mod højre;finger|finger peger til højre|pegefinger|peger mod højre|peger til højre
	👉🏻;peger mod højre: lys teint;finger|finger peger til højre|lys teint|pegefinger|peger mod højre|peger mod højre: lys teint|peger til højre
	👉🏼;peger mod højre: medium til lys teint;finger|finger peger til højre|medium til lys teint|pegefinger|peger mod højre|peger mod højre: medium til lys teint|peger til højre
	👉🏽;peger mod højre: medium teint;finger|finger peger til højre|medium teint|pegefinger|peger mod højre|peger mod højre: medium teint|peger til højre
	👉🏾;peger mod højre: medium til mørk teint;finger|finger peger til højre|medium til mørk teint|pegefinger|peger mod højre|peger mod højre: medium til mørk teint|peger til højre
	👉🏿;peger mod højre: mørk teint;finger|finger peger til højre|mørk teint|pegefinger|peger mod højre|peger mod højre: mørk teint|peger til højre
👆;peger opad;finger|finger peger op|pegefinger|peger op|peger opad
	👆🏻;peger opad: lys teint;finger|finger peger op|lys teint|pegefinger|peger op|peger opad|peger opad: lys teint
	👆🏼;peger opad: medium til lys teint;finger|finger peger op|medium til lys teint|pegefinger|peger op|peger opad|peger opad: medium til lys teint
	👆🏽;peger opad: medium teint;finger|finger peger op|medium teint|pegefinger|peger op|peger opad|peger opad: medium teint
	👆🏾;peger opad: medium til mørk teint;finger|finger peger op|medium til mørk teint|pegefinger|peger op|peger opad|peger opad: medium til mørk teint
	👆🏿;peger opad: mørk teint;finger|finger peger op|mørk teint|pegefinger|peger op|peger opad|peger opad: mørk teint
🖕;langefinger;finger|hånd|krop|langefinger
	🖕🏻;langefinger: lys teint;finger|hånd|krop|langefinger|langefinger: lys teint|lys teint
	🖕🏼;langefinger: medium til lys teint;finger|hånd|krop|langefinger|langefinger: medium til lys teint|medium til lys teint
	🖕🏽;langefinger: medium teint;finger|hånd|krop|langefinger|langefinger: medium teint|medium teint
	🖕🏾;langefinger: medium til mørk teint;finger|hånd|krop|langefinger|langefinger: medium til mørk teint|medium til mørk teint
	🖕🏿;langefinger: mørk teint;finger|hånd|krop|langefinger|langefinger: mørk teint|mørk teint
👇;peger nedad;finger|finger peger ned|pegefinger|peger ned|peger nedad
	👇🏻;peger nedad: lys teint;finger|finger peger ned|lys teint|pegefinger|peger ned|peger nedad|peger nedad: lys teint
	👇🏼;peger nedad: medium til lys teint;finger|finger peger ned|medium til lys teint|pegefinger|peger ned|peger nedad|peger nedad: medium til lys teint
	👇🏽;peger nedad: medium teint;finger|finger peger ned|medium teint|pegefinger|peger ned|peger nedad|peger nedad: medium teint
	👇🏾;peger nedad: medium til mørk teint;finger|finger peger ned|medium til mørk teint|pegefinger|peger ned|peger nedad|peger nedad: medium til mørk teint
	👇🏿;peger nedad: mørk teint;finger|finger peger ned|mørk teint|pegefinger|peger ned|peger nedad|peger nedad: mørk teint
☝️;rækker finger op;finger|hånd|krop|op|pege|pegefinger|rækker finger op
	☝🏻;rækker finger op: lys teint;finger|hånd|krop|lys teint|op|pege|pegefinger|rækker finger op|rækker finger op: lys teint
	☝🏼;rækker finger op: medium til lys teint;finger|hånd|krop|medium til lys teint|op|pege|pegefinger|rækker finger op|rækker finger op: medium til lys teint
	☝🏽;rækker finger op: medium teint;finger|hånd|krop|medium teint|op|pege|pegefinger|rækker finger op|rækker finger op: medium teint
	☝🏾;rækker finger op: medium til mørk teint;finger|hånd|krop|medium til mørk teint|op|pege|pegefinger|rækker finger op|rækker finger op: medium til mørk teint
	☝🏿;rækker finger op: mørk teint;finger|hånd|krop|mørk teint|op|pege|pegefinger|rækker finger op|rækker finger op: mørk teint
🫵;peger på seeren;dig|pegefinger|peger på seeren
	🫵🏻;peger på seeren: lys teint;dig|lys teint|pegefinger|peger på seeren|peger på seeren: lys teint
	🫵🏼;peger på seeren: medium til lys teint;dig|medium til lys teint|pegefinger|peger på seeren|peger på seeren: medium til lys teint
	🫵🏽;peger på seeren: medium teint;dig|medium teint|pegefinger|peger på seeren|peger på seeren: medium teint
	🫵🏾;peger på seeren: medium til mørk teint;dig|medium til mørk teint|pegefinger|peger på seeren|peger på seeren: medium til mørk teint
	🫵🏿;peger på seeren: mørk teint;dig|mørk teint|pegefinger|peger på seeren|peger på seeren: mørk teint
👍;tommelfinger op;håndtegn|OK|tommelfinger op
	👍🏻;tommelfinger op: lys teint;håndtegn|lys teint|OK|tommelfinger op|tommelfinger op: lys teint
	👍🏼;tommelfinger op: medium til lys teint;håndtegn|medium til lys teint|OK|tommelfinger op|tommelfinger op: medium til lys teint
	👍🏽;tommelfinger op: medium teint;håndtegn|medium teint|OK|tommelfinger op|tommelfinger op: medium teint
	👍🏾;tommelfinger op: medium til mørk teint;håndtegn|medium til mørk teint|OK|tommelfinger op|tommelfinger op: medium til mørk teint
	👍🏿;tommelfinger op: mørk teint;håndtegn|mørk teint|OK|tommelfinger op|tommelfinger op: mørk teint
👎;tommelfinger ned;håndtegn|nedstemt|tommelfinger ned
	👎🏻;tommelfinger ned: lys teint;håndtegn|lys teint|nedstemt|tommelfinger ned|tommelfinger ned: lys teint
	👎🏼;tommelfinger ned: medium til lys teint;håndtegn|medium til lys teint|nedstemt|tommelfinger ned|tommelfinger ned: medium til lys teint
	👎🏽;tommelfinger ned: medium teint;håndtegn|medium teint|nedstemt|tommelfinger ned|tommelfinger ned: medium teint
	👎🏾;tommelfinger ned: medium til mørk teint;håndtegn|medium til mørk teint|nedstemt|tommelfinger ned|tommelfinger ned: medium til mørk teint
	👎🏿;tommelfinger ned: mørk teint;håndtegn|mørk teint|nedstemt|tommelfinger ned|tommelfinger ned: mørk teint
✊;løftet knytnæve;hånd|knytnæve|knyttet|løftet knytnæve|slå
	✊🏻;løftet knytnæve: lys teint;hånd|knytnæve|knyttet|løftet knytnæve|løftet knytnæve: lys teint|lys teint|slå
	✊🏼;løftet knytnæve: medium til lys teint;hånd|knytnæve|knyttet|løftet knytnæve|løftet knytnæve: medium til lys teint|medium til lys teint|slå
	✊🏽;løftet knytnæve: medium teint;hånd|knytnæve|knyttet|løftet knytnæve|løftet knytnæve: medium teint|medium teint|slå
	✊🏾;løftet knytnæve: medium til mørk teint;hånd|knytnæve|knyttet|løftet knytnæve|løftet knytnæve: medium til mørk teint|medium til mørk teint|slå
	✊🏿;løftet knytnæve: mørk teint;hånd|knytnæve|knyttet|løftet knytnæve|løftet knytnæve: mørk teint|mørk teint|slå
👊;knytnæve;hånd|knytnæve|knyttet hånd
	👊🏻;knytnæve: lys teint;hånd|knytnæve|knytnæve: lys teint|knyttet hånd|lys teint
	👊🏼;knytnæve: medium til lys teint;hånd|knytnæve|knytnæve: medium til lys teint|knyttet hånd|medium til lys teint
	👊🏽;knytnæve: medium teint;hånd|knytnæve|knytnæve: medium teint|knyttet hånd|medium teint
	👊🏾;knytnæve: medium til mørk teint;hånd|knytnæve|knytnæve: medium til mørk teint|knyttet hånd|medium til mørk teint
	👊🏿;knytnæve: mørk teint;hånd|knytnæve|knytnæve: mørk teint|knyttet hånd|mørk teint
🤛;venstrevendt knytnæve;hånd|hånd knyttet mod venstre|knytnæve|knyttet hånd|venstre|venstrevendt
	🤛🏻;venstrevendt knytnæve: lys teint;hånd|hånd knyttet mod venstre|knytnæve|knyttet hånd|lys teint|venstre|venstrevendt|venstrevendt knytnæve: lys teint
	🤛🏼;venstrevendt knytnæve: medium til lys teint;hånd|hånd knyttet mod venstre|knytnæve|knyttet hånd|medium til lys teint|venstre|venstrevendt|venstrevendt knytnæve: medium til lys teint
	🤛🏽;venstrevendt knytnæve: medium teint;hånd|hånd knyttet mod venstre|knytnæve|knyttet hånd|medium teint|venstre|venstrevendt|venstrevendt knytnæve: medium teint
	🤛🏾;venstrevendt knytnæve: medium til mørk teint;hånd|hånd knyttet mod venstre|knytnæve|knyttet hånd|medium til mørk teint|venstre|venstrevendt|venstrevendt knytnæve: medium til mørk teint
	🤛🏿;venstrevendt knytnæve: mørk teint;hånd|hånd knyttet mod venstre|knytnæve|knyttet hånd|mørk teint|venstre|venstrevendt|venstrevendt knytnæve: mørk teint
🤜;højrevendt knytnæve;hånd|hånd knyttet mod højre|højre|højrevendt|knytnæve|knyttet hånd
	🤜🏻;højrevendt knytnæve: lys teint;hånd|hånd knyttet mod højre|højre|højrevendt|højrevendt knytnæve: lys teint|knytnæve|knyttet hånd|lys teint
	🤜🏼;højrevendt knytnæve: medium til lys teint;hånd|hånd knyttet mod højre|højre|højrevendt|højrevendt knytnæve: medium til lys teint|knytnæve|knyttet hånd|medium til lys teint
	🤜🏽;højrevendt knytnæve: medium teint;hånd|hånd knyttet mod højre|højre|højrevendt|højrevendt knytnæve: medium teint|knytnæve|knyttet hånd|medium teint
	🤜🏾;højrevendt knytnæve: medium til mørk teint;hånd|hånd knyttet mod højre|højre|højrevendt|højrevendt knytnæve: medium til mørk teint|knytnæve|knyttet hånd|medium til mørk teint
	🤜🏿;højrevendt knytnæve: mørk teint;hånd|hånd knyttet mod højre|højre|højrevendt|højrevendt knytnæve: mørk teint|knytnæve|knyttet hånd|mørk teint
👏;klappende hænder;applaus|bifald|klappende hænder|klapper|klapsalve
	👏🏻;klappende hænder: lys teint;applaus|bifald|klappende hænder|klappende hænder: lys teint|klapper|klapsalve|lys teint
	👏🏼;klappende hænder: medium til lys teint;applaus|bifald|klappende hænder|klappende hænder: medium til lys teint|klapper|klapsalve|medium til lys teint
	👏🏽;klappende hænder: medium teint;applaus|bifald|klappende hænder|klappende hænder: medium teint|klapper|klapsalve|medium teint
	👏🏾;klappende hænder: medium til mørk teint;applaus|bifald|klappende hænder|klappende hænder: medium til mørk teint|klapper|klapsalve|medium til mørk teint
	👏🏿;klappende hænder: mørk teint;applaus|bifald|klappende hænder|klappende hænder: mørk teint|klapper|klapsalve|mørk teint
🙌;løftede hænder;begge hænder oppe|hænderne over hovedet|hurra|juhu|løftede hænder
	🙌🏻;løftede hænder: lys teint;begge hænder oppe|hænderne over hovedet|hurra|juhu|løftede hænder|løftede hænder: lys teint|lys teint
	🙌🏼;løftede hænder: medium til lys teint;begge hænder oppe|hænderne over hovedet|hurra|juhu|løftede hænder|løftede hænder: medium til lys teint|medium til lys teint
	🙌🏽;løftede hænder: medium teint;begge hænder oppe|hænderne over hovedet|hurra|juhu|løftede hænder|løftede hænder: medium teint|medium teint
	🙌🏾;løftede hænder: medium til mørk teint;begge hænder oppe|hænderne over hovedet|hurra|juhu|løftede hænder|løftede hænder: medium til mørk teint|medium til mørk teint
	🙌🏿;løftede hænder: mørk teint;begge hænder oppe|hænderne over hovedet|hurra|juhu|løftede hænder|løftede hænder: mørk teint|mørk teint
🫶;hjertehænder;hjertehænder|kærlighed
	🫶🏻;hjertehænder: lys teint;hjertehænder|hjertehænder: lys teint|kærlighed|lys teint
	🫶🏼;hjertehænder: medium til lys teint;hjertehænder|hjertehænder: medium til lys teint|kærlighed|medium til lys teint
	🫶🏽;hjertehænder: medium teint;hjertehænder|hjertehænder: medium teint|kærlighed|medium teint
	🫶🏾;hjertehænder: medium til mørk teint;hjertehænder|hjertehænder: medium til mørk teint|kærlighed|medium til mørk teint
	🫶🏿;hjertehænder: mørk teint;hjertehænder|hjertehænder: mørk teint|kærlighed|mørk teint
👐;åbne hænder;åbne hænder|åbne hænder-tegn|håndtegn
	👐🏻;åbne hænder: lys teint;åbne hænder|åbne hænder-tegn|åbne hænder: lys teint|håndtegn|lys teint
	👐🏼;åbne hænder: medium til lys teint;åbne hænder|åbne hænder-tegn|åbne hænder: medium til lys teint|håndtegn|medium til lys teint
	👐🏽;åbne hænder: medium teint;åbne hænder|åbne hænder-tegn|åbne hænder: medium teint|håndtegn|medium teint
	👐🏾;åbne hænder: medium til mørk teint;åbne hænder|åbne hænder-tegn|åbne hænder: medium til mørk teint|håndtegn|medium til mørk teint
	👐🏿;åbne hænder: mørk teint;åbne hænder|åbne hænder-tegn|åbne hænder: mørk teint|håndtegn|mørk teint
🤲;håndflader samlet og løftet;bøn|håndflader samlet og løftet
	🤲🏻;håndflader samlet og løftet: lys teint;bøn|håndflader samlet og løftet|håndflader samlet og løftet: lys teint|lys teint
	🤲🏼;håndflader samlet og løftet: medium til lys teint;bøn|håndflader samlet og løftet|håndflader samlet og løftet: medium til lys teint|medium til lys teint
	🤲🏽;håndflader samlet og løftet: medium teint;bøn|håndflader samlet og løftet|håndflader samlet og løftet: medium teint|medium teint
	🤲🏾;håndflader samlet og løftet: medium til mørk teint;bøn|håndflader samlet og løftet|håndflader samlet og løftet: medium til mørk teint|medium til mørk teint
	🤲🏿;håndflader samlet og løftet: mørk teint;bøn|håndflader samlet og løftet|håndflader samlet og løftet: mørk teint|mørk teint
🤝;håndtryk;aftale|enighed|hænder|håndtryk|hilsen|mødes
	🤝🏻;håndtryk: lys teint;aftale|enighed|hænder|håndtryk|håndtryk: lys teint|hilsen|lys teint|mødes
	🤝🏼;håndtryk: medium til lys teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til lys teint|hilsen|medium til lys teint|mødes
	🤝🏽;håndtryk: medium teint;aftale|enighed|hænder|håndtryk|håndtryk: medium teint|hilsen|medium teint|mødes
	🤝🏾;håndtryk: medium til mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til mørk teint|hilsen|medium til mørk teint|mødes
	🤝🏿;håndtryk: mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: mørk teint|hilsen|mødes|mørk teint
	🫱🏻‍🫲🏼;håndtryk: lys teint og medium til lys teint;aftale|enighed|hænder|håndtryk|håndtryk: lys teint og medium til lys teint|hilsen|lys teint|medium til lys teint|mødes
	🫱🏻‍🫲🏽;håndtryk: lys teint og medium teint;aftale|enighed|hænder|håndtryk|håndtryk: lys teint og medium teint|hilsen|lys teint|medium teint|mødes
	🫱🏻‍🫲🏾;håndtryk: lys teint og medium til mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: lys teint og medium til mørk teint|hilsen|lys teint|medium til mørk teint|mødes
	🫱🏻‍🫲🏿;håndtryk: lys teint og mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: lys teint og mørk teint|hilsen|lys teint|mødes|mørk teint
	🫱🏼‍🫲🏻;håndtryk: medium til lys teint og lys teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til lys teint og lys teint|hilsen|lys teint|medium til lys teint|mødes
	🫱🏼‍🫲🏽;håndtryk: medium til lys teint og medium teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til lys teint og medium teint|hilsen|medium teint|medium til lys teint|mødes
	🫱🏼‍🫲🏾;håndtryk: medium til lys teint og medium til mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til lys teint og medium til mørk teint|hilsen|medium til lys teint|medium til mørk teint|mødes
	🫱🏼‍🫲🏿;håndtryk: medium til lys teint og mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til lys teint og mørk teint|hilsen|medium til lys teint|mødes|mørk teint
	🫱🏽‍🫲🏻;håndtryk: medium teint og lys teint;aftale|enighed|hænder|håndtryk|håndtryk: medium teint og lys teint|hilsen|lys teint|medium teint|mødes
	🫱🏽‍🫲🏼;håndtryk: medium teint og medium til lys teint;aftale|enighed|hænder|håndtryk|håndtryk: medium teint og medium til lys teint|hilsen|medium teint|medium til lys teint|mødes
	🫱🏽‍🫲🏾;håndtryk: medium teint og medium til mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: medium teint og medium til mørk teint|hilsen|medium teint|medium til mørk teint|mødes
	🫱🏽‍🫲🏿;håndtryk: medium teint og mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: medium teint og mørk teint|hilsen|medium teint|mødes|mørk teint
	🫱🏾‍🫲🏻;håndtryk: medium til mørk teint og lys teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til mørk teint og lys teint|hilsen|lys teint|medium til mørk teint|mødes
	🫱🏾‍🫲🏼;håndtryk: medium til mørk teint og medium til lys teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til mørk teint og medium til lys teint|hilsen|medium til lys teint|medium til mørk teint|mødes
	🫱🏾‍🫲🏽;håndtryk: medium til mørk teint og medium teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til mørk teint og medium teint|hilsen|medium teint|medium til mørk teint|mødes
	🫱🏾‍🫲🏿;håndtryk: medium til mørk teint og mørk teint;aftale|enighed|hænder|håndtryk|håndtryk: medium til mørk teint og mørk teint|hilsen|medium til mørk teint|mødes|mørk teint
	🫱🏿‍🫲🏻;håndtryk: mørk teint og lys teint;aftale|enighed|hænder|håndtryk|håndtryk: mørk teint og lys teint|hilsen|lys teint|mødes|mørk teint
	🫱🏿‍🫲🏼;håndtryk: mørk teint og medium til lys teint;aftale|enighed|hænder|håndtryk|håndtryk: mørk teint og medium til lys teint|hilsen|medium til lys teint|mødes|mørk teint
