[smileys_emotion]
😀;wobličo ze šibałym posměwkom;wobličo|wobličo ze šibałym posměwkom|wočinjena huba|žortne
🫸;ruka, kiž tłóči doprawa;čakać|doprawa|high five|kiž tłóči doprawa|ruka|ruka, kiž tłóči doprawa|tłóčić|wotpokazać|wróćo hić|zadźeržeć
	🫸🏻;ruka, kiž tłóči doprawa: swětła barba kože;čakać|doprawa|high five|kiž tłóči doprawa|ruka|ruka, kiž tłóči doprawa|ruka, kiž tłóči doprawa: swětła barba kože|swětła barba kože|tłóčić|wotpokazać|wróćo hić|zadźeržeć
	🫸🏼;ruka, kiž tłóči doprawa: srěnjoswětła barba kože;čakać|doprawa|high five|kiž tłóči doprawa|ruka|ruka, kiž tłóči doprawa|ruka, kiž tłóči doprawa: srěnjoswětła barba kože|srěnjoswětła barba kože|tłóčić|wotpokazać|wróćo hić|zadźeržeć
	🫸🏽;ruka, kiž tłóči doprawa: srěnja barba kože;čakać|doprawa|high five|kiž tłóči doprawa|ruka|ruka, kiž tłóči doprawa|ruka, kiž tłóči doprawa: srěnja barba kože|srěnja barba kože|tłóčić|wotpokazać|wróćo hić|zadźeržeć
	🫸🏾;ruka, kiž tłóči doprawa: srěnjoćmowa barba kože;čakać|doprawa|high five|kiž tłóči doprawa|ruka|ruka, kiž tłóči doprawa|ruka, kiž tłóči doprawa: srěnjoćmowa barba kože|srěnjoćmowa barba kože|tłóčić|wotpokazać|wróćo hić|zadźeržeć
	🫸🏿;ruka, kiž tłóči doprawa: ćmowa barba kože;čakać|ćmowa barba kože|doprawa|high five|kiž tłóči doprawa|ruka|ruka, kiž tłóči doprawa|ruka, kiž tłóči doprawa: ćmowa barba kože|tłóčić|wotpokazać|wróćo hić|zadźeržeć
👌;gesta &quot;w porjadku&quot;;gesta &quot;w porjadku&quot;|ok|perfektne|ruka|w porjadku|wuběrnje
	👌🏻;gesta &quot;w porjadku&quot;: swětła barba kože;gesta &quot;w porjadku&quot;|gesta &quot;w porjadku&quot;: swětła barba kože|ok|perfektne|ruka|swětła barba kože|w porjadku|wuběrnje
	👌🏼;gesta &quot;w porjadku&quot;: srěnjoswětła barba kože;gesta &quot;w porjadku&quot;|gesta &quot;w porjadku&quot;: srěnjoswětła barba kože|ok|perfektne|ruka|srěnjoswětła barba kože|w porjadku|wuběrnje
	👌🏽;gesta &quot;w porjadku&quot;: srěnja barba kože;gesta &quot;w porjadku&quot;|gesta &quot;w porjadku&quot;: srěnja barba kože|ok|perfektne|ruka|srěnja barba kože|w porjadku|wuběrnje
	👌🏾;gesta &quot;w porjadku&quot;: srěnjoćmowa barba kože;gesta &quot;w porjadku&quot;|gesta &quot;w porjadku&quot;: srěnjoćmowa barba kože|ok|perfektne|ruka|srěnjoćmowa barba kože|w porjadku|wuběrnje
	👌🏿;gesta &quot;w porjadku&quot;: ćmowa barba kože;ćmowa barba kože|gesta &quot;w porjadku&quot;|gesta &quot;w porjadku&quot;: ćmowa barba kože|ok|perfektne|ruka|w porjadku|wuběrnje
🤌;hromadźe stłóčene porsty;gesta z ruku|hromadźe stłóčene porsty|hromadźe stłóčeny|porsty|sarkastiski
	🤌🏻;hromadźe stłóčene porsty: swětła barba kože;gesta z ruku|hromadźe stłóčene porsty|hromadźe stłóčene porsty: swětła barba kože|hromadźe stłóčeny|porsty|sarkastiski|swětła barba kože
	🤌🏼;hromadźe stłóčene porsty: srěnjoswětła barba kože;gesta z ruku|hromadźe stłóčene porsty|hromadźe stłóčene porsty: srěnjoswětła barba kože|hromadźe stłóčeny|porsty|sarkastiski|srěnjoswětła barba kože
	🤌🏽;hromadźe stłóčene porsty: srěnja barba kože;gesta z ruku|hromadźe stłóčene porsty|hromadźe stłóčene porsty: srěnja barba kože|hromadźe stłóčeny|porsty|sarkastiski|srěnja barba kože
	🤌🏾;hromadźe stłóčene porsty: srěnjoćmowa barba kože;gesta z ruku|hromadźe stłóčene porsty|hromadźe stłóčene porsty: srěnjoćmowa barba kože|hromadźe stłóčeny|porsty|sarkastiski|srěnjoćmowa barba kože
	🤌🏿;hromadźe stłóčene porsty: ćmowa barba kože;ćmowa barba kože|gesta z ruku|hromadźe stłóčene porsty|hromadźe stłóčene porsty: ćmowa barba kože|hromadźe stłóčeny|porsty|sarkastiski
🤏;gesta &quot;mało&quot;;gesta &quot;mało&quot;|małe mnóstwo|mało|mało pjenjez|njewažne|tróšku
	🤏🏻;gesta &quot;mało&quot;: swětła barba kože;gesta &quot;mało&quot;|gesta &quot;mało&quot;: swětła barba kože|małe mnóstwo|mało|mało pjenjez|njewažne|swětła barba kože|tróšku
	🤏🏼;gesta &quot;mało&quot;: srěnjoswětła barba kože;gesta &quot;mało&quot;|gesta &quot;mało&quot;: srěnjoswětła barba kože|małe mnóstwo|mało|mało pjenjez|njewažne|srěnjoswětła barba kože|tróšku
	🤏🏽;gesta &quot;mało&quot;: srěnja barba kože;gesta &quot;mało&quot;|gesta &quot;mało&quot;: srěnja barba kože|małe mnóstwo|mało|mało pjenjez|njewažne|srěnja barba kože|tróšku
	🤏🏾;gesta &quot;mało&quot;: srěnjoćmowa barba kože;gesta &quot;mało&quot;|gesta &quot;mało&quot;: srěnjoćmowa barba kože|małe mnóstwo|mało|mało pjenjez|njewažne|srěnjoćmowa barba kože|tróšku
	🤏🏿;gesta &quot;mało&quot;: ćmowa barba kože;ćmowa barba kože|gesta &quot;mało&quot;|gesta &quot;mało&quot;: ćmowa barba kože|małe mnóstwo|mało|mało pjenjez|njewažne|tróšku
✌️;gesta dobyća;dobyće|gesta dobyća|V
	✌🏻;gesta dobyća: swětła barba kože;dobyće|gesta dobyća|gesta dobyća: swětła barba kože|swětła barba kože|V
	✌🏼;gesta dobyća: srěnjoswětła barba kože;dobyće|gesta dobyća|gesta dobyća: srěnjoswětła barba kože|srěnjoswětła barba kože|V
	✌🏽;gesta dobyća: srěnja barba kože;dobyće|gesta dobyća|gesta dobyća: srěnja barba kože|srěnja barba kože|V
	✌🏾;gesta dobyća: srěnjoćmowa barba kože;dobyće|gesta dobyća|gesta dobyća: srěnjoćmowa barba kože|srěnjoćmowa barba kože|V
	✌🏿;gesta dobyća: ćmowa barba kože;ćmowa barba kože|dobyće|gesta dobyća|gesta dobyća: ćmowa barba kože|V
🤞;ruka ze skřižowanymaj porstomaj;porsty|přez křiž połožić|ruka|ruka ze skřižowanymaj porstomaj|skřižować
	🤞🏻;ruka ze skřižowanymaj porstomaj: swětła barba kože;porsty|přez křiž połožić|ruka|ruka ze skřižowanymaj porstomaj|ruka ze skřižowanymaj porstomaj: swětła barba kože|skřižować|swětła barba kože
	🤞🏼;ruka ze skřižowanymaj porstomaj: srěnjoswětła barba kože;porsty|přez křiž połožić|ruka|ruka ze skřižowanymaj porstomaj|ruka ze skřižowanymaj porstomaj: srěnjoswětła barba kože|skřižować|srěnjoswětła barba kože
	🤞🏽;ruka ze skřižowanymaj porstomaj: srěnja barba kože;porsty|přez křiž połožić|ruka|ruka ze skřižowanymaj porstomaj|ruka ze skřižowanymaj porstomaj: srěnja barba kože|skřižować|srěnja barba kože
	🤞🏾;ruka ze skřižowanymaj porstomaj: srěnjoćmowa barba kože;porsty|přez křiž połožić|ruka|ruka ze skřižowanymaj porstomaj|ruka ze skřižowanymaj porstomaj: srěnjoćmowa barba kože|skřižować|srěnjoćmowa barba kože
	🤞🏿;ruka ze skřižowanymaj porstomaj: ćmowa barba kože;ćmowa barba kože|porsty|přez křiž połožić|ruka|ruka ze skřižowanymaj porstomaj|ruka ze skřižowanymaj porstomaj: ćmowa barba kože|skřižować
🫰;ruka z křižowanym pokazowakom a palcom;drohe|lubosć|pjenjezy|ruka z křižowanym pokazowakom a palcom|wutroba
	🫰🏻;ruka z křižowanym pokazowakom a palcom: swětła barba kože;drohe|lubosć|pjenjezy|ruka z křižowanym pokazowakom a palcom|ruka z křižowanym pokazowakom a palcom: swětła barba kože|swětła barba kože|wutroba
	🫰🏼;ruka z křižowanym pokazowakom a palcom: srěnjoswětła barba kože;drohe|lubosć|pjenjezy|ruka z křižowanym pokazowakom a palcom|ruka z křižowanym pokazowakom a palcom: srěnjoswětła barba kože|srěnjoswětła barba kože|wutroba
	🫰🏽;ruka z křižowanym pokazowakom a palcom: srěnja barba kože;drohe|lubosć|pjenjezy|ruka z křižowanym pokazowakom a palcom|ruka z křižowanym pokazowakom a palcom: srěnja barba kože|srěnja barba kože|wutroba
	🫰🏾;ruka z křižowanym pokazowakom a palcom: srěnjoćmowa barba kože;drohe|lubosć|pjenjezy|ruka z křižowanym pokazowakom a palcom|ruka z křižowanym pokazowakom a palcom: srěnjoćmowa barba kože|srěnjoćmowa barba kože|wutroba
	🫰🏿;ruka z křižowanym pokazowakom a palcom: ćmowa barba kože;ćmowa barba kože|drohe|lubosć|pjenjezy|ruka z křižowanym pokazowakom a palcom|ruka z křižowanym pokazowakom a palcom: ćmowa barba kože|wutroba
🤟;gesta &quot;ja će lubuju&quot;;gesta &quot;ja će lubuju&quot;|ja će lubuju|ruka
	🤟🏻;gesta &quot;ja će lubuju&quot;: swětła barba kože;gesta &quot;ja će lubuju&quot;|gesta &quot;ja će lubuju&quot;: swětła barba kože|ja će lubuju|ruka|swětła barba kože
	🤟🏼;gesta &quot;ja će lubuju&quot;: srěnjoswětła barba kože;gesta &quot;ja će lubuju&quot;|gesta &quot;ja će lubuju&quot;: srěnjoswětła barba kože|ja će lubuju|ruka|srěnjoswětła barba kože
	🤟🏽;gesta &quot;ja će lubuju&quot;: srěnja barba kože;gesta &quot;ja će lubuju&quot;|gesta &quot;ja će lubuju&quot;: srěnja barba kože|ja će lubuju|ruka|srěnja barba kože
	🤟🏾;gesta &quot;ja će lubuju&quot;: srěnjoćmowa barba kože;gesta &quot;ja će lubuju&quot;|gesta &quot;ja će lubuju&quot;: srěnjoćmowa barba kože|ja će lubuju|ruka|srěnjoćmowa barba kože
	🤟🏿;gesta &quot;ja će lubuju&quot;: ćmowa barba kože;ćmowa barba kože|gesta &quot;ja će lubuju&quot;|gesta &quot;ja će lubuju&quot;: ćmowa barba kože|ja će lubuju|ruka
🤘;gesta rohow;čert|djaboł|djas|gesta rohow|porsty|rock|rohaj|ruka
	🤘🏻;gesta rohow: swětła barba kože;čert|djaboł|djas|gesta rohow|gesta rohow: swětła barba kože|porsty|rock|rohaj|ruka|swětła barba kože
	🤘🏼;gesta rohow: srěnjoswětła barba kože;čert|djaboł|djas|gesta rohow|gesta rohow: srěnjoswětła barba kože|porsty|rock|rohaj|ruka|srěnjoswětła barba kože
	🤘🏽;gesta rohow: srěnja barba kože;čert|djaboł|djas|gesta rohow|gesta rohow: srěnja barba kože|porsty|rock|rohaj|ruka|srěnja barba kože
	🤘🏾;gesta rohow: srěnjoćmowa barba kože;čert|djaboł|djas|gesta rohow|gesta rohow: srěnjoćmowa barba kože|porsty|rock|rohaj|ruka|srěnjoćmowa barba kože
	🤘🏿;gesta rohow: ćmowa barba kože;čert|ćmowa barba kože|djaboł|djas|gesta rohow|gesta rohow: ćmowa barba kože|porsty|rock|rohaj|ruka
🤙;gesta &quot;zazwoń mje&quot;;gesta &quot;zazwoń mje&quot;|ruka|zazwonić
	🤙🏻;gesta &quot;zazwoń mje&quot;: swětła barba kože;gesta &quot;zazwoń mje&quot;|gesta &quot;zazwoń mje&quot;: swětła barba kože|ruka|swětła barba kože|zazwonić
	🤙🏼;gesta &quot;zazwoń mje&quot;: srěnjoswětła barba kože;gesta &quot;zazwoń mje&quot;|gesta &quot;zazwoń mje&quot;: srěnjoswětła barba kože|ruka|srěnjoswětła barba kože|zazwonić
	🤙🏽;gesta &quot;zazwoń mje&quot;: srěnja barba kože;gesta &quot;zazwoń mje&quot;|gesta &quot;zazwoń mje&quot;: srěnja barba kože|ruka|srěnja barba kože|zazwonić
	🤙🏾;gesta &quot;zazwoń mje&quot;: srěnjoćmowa barba kože;gesta &quot;zazwoń mje&quot;|gesta &quot;zazwoń mje&quot;: srěnjoćmowa barba kože|ruka|srěnjoćmowa barba kože|zazwonić
	🤙🏿;gesta &quot;zazwoń mje&quot;: ćmowa barba kože;ćmowa barba kože|gesta &quot;zazwoń mje&quot;|gesta &quot;zazwoń mje&quot;: ćmowa barba kože|ruka|zazwonić
👈;pokazowak, kiž pokazuje dolěwa;dolěwa|kiž pokazuje dolěwa|nalěwo|pokazowak|pokazowak, kiž pokazuje dolěwa|porst|zadłóń
	👈🏻;pokazowak, kiž pokazuje dolěwa: swětła barba kože;dolěwa|kiž pokazuje dolěwa|nalěwo|pokazowak|pokazowak, kiž pokazuje dolěwa|pokazowak, kiž pokazuje dolěwa: swětła barba kože|porst|swětła barba kože|zadłóń
	👈🏼;pokazowak, kiž pokazuje dolěwa: srěnjoswětła barba kože;dolěwa|kiž pokazuje dolěwa|nalěwo|pokazowak|pokazowak, kiž pokazuje dolěwa|pokazowak, kiž pokazuje dolěwa: srěnjoswětła barba kože|porst|srěnjoswětła barba kože|zadłóń
	👈🏽;pokazowak, kiž pokazuje dolěwa: srěnja barba kože;dolěwa|kiž pokazuje dolěwa|nalěwo|pokazowak|pokazowak, kiž pokazuje dolěwa|pokazowak, kiž pokazuje dolěwa: srěnja barba kože|porst|srěnja barba kože|zadłóń
	👈🏾;pokazowak, kiž pokazuje dolěwa: srěnjoćmowa barba kože;dolěwa|kiž pokazuje dolěwa|nalěwo|pokazowak|pokazowak, kiž pokazuje dolěwa|pokazowak, kiž pokazuje dolěwa: srěnjoćmowa barba kože|porst|srěnjoćmowa barba kože|zadłóń
	👈🏿;pokazowak, kiž pokazuje dolěwa: ćmowa barba kože;ćmowa barba kože|dolěwa|kiž pokazuje dolěwa|nalěwo|pokazowak|pokazowak, kiž pokazuje dolěwa|pokazowak, kiž pokazuje dolěwa: ćmowa barba kože|porst|zadłóń
👉;pokazowak, kiž pokazuje doprawa;doprawa|kiž pokazuje doprawa|naprawo|pokazowak|pokazowak, kiž pokazuje doprawa|porst|zadłóń
	👉🏻;pokazowak, kiž pokazuje doprawa: swětła barba kože;doprawa|kiž pokazuje doprawa|naprawo|pokazowak|pokazowak, kiž pokazuje doprawa|pokazowak, kiž pokazuje doprawa: swětła barba kože|porst|swětła barba kože|zadłóń
	👉🏼;pokazowak, kiž pokazuje doprawa: srěnjoswětła barba kože;doprawa|kiž pokazuje doprawa|naprawo|pokazowak|pokazowak, kiž pokazuje doprawa|pokazowak, kiž pokazuje doprawa: srěnjoswětła barba kože|porst|srěnjoswětła barba kože|zadłóń
	👉🏽;pokazowak, kiž pokazuje doprawa: srěnja barba kože;doprawa|kiž pokazuje doprawa|naprawo|pokazowak|pokazowak, kiž pokazuje doprawa|pokazowak, kiž pokazuje doprawa: srěnja barba kože|porst|srěnja barba kože|zadłóń
	👉🏾;pokazowak, kiž pokazuje doprawa: srěnjoćmowa barba kože;doprawa|kiž pokazuje doprawa|naprawo|pokazowak|pokazowak, kiž pokazuje doprawa|pokazowak, kiž pokazuje doprawa: srěnjoćmowa barba kože|porst|srěnjoćmowa barba kože|zadłóń
	👉🏿;pokazowak, kiž pokazuje doprawa: ćmowa barba kože;ćmowa barba kože|doprawa|kiž pokazuje doprawa|naprawo|pokazowak|pokazowak, kiž pokazuje doprawa|pokazowak, kiž pokazuje doprawa: ćmowa barba kože|porst|zadłóń
👆;pokazowak, kiž pokazuje horje, wotzady;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotzady|porst|wotzady|zadłóń
	👆🏻;pokazowak, kiž pokazuje horje, wotzady: swětła barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotzady|pokazowak, kiž pokazuje horje, wotzady: swětła barba kože|porst|swětła barba kože|wotzady|zadłóń
	👆🏼;pokazowak, kiž pokazuje horje, wotzady: srěnjoswětła barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotzady|pokazowak, kiž pokazuje horje, wotzady: srěnjoswětła barba kože|porst|srěnjoswětła barba kože|wotzady|zadłóń
	👆🏽;pokazowak, kiž pokazuje horje, wotzady: srěnja barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotzady|pokazowak, kiž pokazuje horje, wotzady: srěnja barba kože|porst|srěnja barba kože|wotzady|zadłóń
	👆🏾;pokazowak, kiž pokazuje horje, wotzady: srěnjoćmowa barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotzady|pokazowak, kiž pokazuje horje, wotzady: srěnjoćmowa barba kože|porst|srěnjoćmowa barba kože|wotzady|zadłóń
	👆🏿;pokazowak, kiž pokazuje horje, wotzady: ćmowa barba kože;ćmowa barba kože|horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotzady|pokazowak, kiž pokazuje horje, wotzady: ćmowa barba kože|porst|wotzady|zadłóń
🖕;srjedźny porst;porst|ruka|srjedźny porst
	🖕🏻;srjedźny porst: swětła barba kože;porst|ruka|srjedźny porst|srjedźny porst: swětła barba kože|swětła barba kože
	🖕🏼;srjedźny porst: srěnjoswětła barba kože;porst|ruka|srěnjoswětła barba kože|srjedźny porst|srjedźny porst: srěnjoswětła barba kože
	🖕🏽;srjedźny porst: srěnja barba kože;porst|ruka|srěnja barba kože|srjedźny porst|srjedźny porst: srěnja barba kože
	🖕🏾;srjedźny porst: srěnjoćmowa barba kože;porst|ruka|srěnjoćmowa barba kože|srjedźny porst|srjedźny porst: srěnjoćmowa barba kože
	🖕🏿;srjedźny porst: ćmowa barba kože;ćmowa barba kože|porst|ruka|srjedźny porst|srjedźny porst: ćmowa barba kože
👇;pokazowak, kiž pokazuje dele;dele|kiž pokazuje dele|pokazowak|pokazowak, kiž pokazuje dele|porst|zadłóń
	👇🏻;pokazowak, kiž pokazuje dele: swětła barba kože;dele|kiž pokazuje dele|pokazowak|pokazowak, kiž pokazuje dele|pokazowak, kiž pokazuje dele: swětła barba kože|porst|swětła barba kože|zadłóń
	👇🏼;pokazowak, kiž pokazuje dele: srěnjoswětła barba kože;dele|kiž pokazuje dele|pokazowak|pokazowak, kiž pokazuje dele|pokazowak, kiž pokazuje dele: srěnjoswětła barba kože|porst|srěnjoswětła barba kože|zadłóń
	👇🏽;pokazowak, kiž pokazuje dele: srěnja barba kože;dele|kiž pokazuje dele|pokazowak|pokazowak, kiž pokazuje dele|pokazowak, kiž pokazuje dele: srěnja barba kože|porst|srěnja barba kože|zadłóń
	👇🏾;pokazowak, kiž pokazuje dele: srěnjoćmowa barba kože;dele|kiž pokazuje dele|pokazowak|pokazowak, kiž pokazuje dele|pokazowak, kiž pokazuje dele: srěnjoćmowa barba kože|porst|srěnjoćmowa barba kože|zadłóń
	👇🏿;pokazowak, kiž pokazuje dele: ćmowa barba kože;ćmowa barba kože|dele|kiž pokazuje dele|pokazowak|pokazowak, kiž pokazuje dele|pokazowak, kiž pokazuje dele: ćmowa barba kože|porst|zadłóń
☝️;pokazowak, kiž pokazuje horje, wotprědka;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotprědka|porst|ruka|wotprědka
	☝🏻;pokazowak, kiž pokazuje horje, wotprědka: swětła barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotprědka|pokazowak, kiž pokazuje horje, wotprědka: swětła barba kože|porst|ruka|swětła barba kože|wotprědka
	☝🏼;pokazowak, kiž pokazuje horje, wotprědka: srěnjoswětła barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotprědka|pokazowak, kiž pokazuje horje, wotprědka: srěnjoswětła barba kože|porst|ruka|srěnjoswětła barba kože|wotprědka
	☝🏽;pokazowak, kiž pokazuje horje, wotprědka: srěnja barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotprědka|pokazowak, kiž pokazuje horje, wotprědka: srěnja barba kože|porst|ruka|srěnja barba kože|wotprědka
	☝🏾;pokazowak, kiž pokazuje horje, wotprědka: srěnjoćmowa barba kože;horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotprědka|pokazowak, kiž pokazuje horje, wotprědka: srěnjoćmowa barba kože|porst|ruka|srěnjoćmowa barba kože|wotprědka
	☝🏿;pokazowak, kiž pokazuje horje, wotprědka: ćmowa barba kože;ćmowa barba kože|horje|kiž pokazuje horje|pokazowak|pokazowak, kiž pokazuje horje, wotprědka|pokazowak, kiž pokazuje horje, wotprědka: ćmowa barba kože|porst|ruka|wotprědka
🫵;pokazowak, wusměrjeny na hladaceho;dypk|pokazowak|pokazowak, wusměrjeny na hladaceho|ty|wusměrjeny na hladaceho
	🫵🏻;pokazowak, wusměrjeny na hladaceho: swětła barba kože;dypk|pokazowak|pokazowak, wusměrjeny na hladaceho|pokazowak, wusměrjeny na hladaceho: swětła barba kože|swětła barba kože|ty|wusměrjeny na hladaceho
	🫵🏼;pokazowak, wusměrjeny na hladaceho: srěnjoswětła barba kože;dypk|pokazowak|pokazowak, wusměrjeny na hladaceho|pokazowak, wusměrjeny na hladaceho: srěnjoswětła barba kože|srěnjoswětła barba kože|ty|wusměrjeny na hladaceho
	🫵🏽;pokazowak, wusměrjeny na hladaceho: srěnja barba kože;dypk|pokazowak|pokazowak, wusměrjeny na hladaceho|pokazowak, wusměrjeny na hladaceho: srěnja barba kože|srěnja barba kože|ty|wusměrjeny na hladaceho
